RISM ID,LIBRARY INFO (852),PART OF (773),COMPOSER (100),TITLE (245),STANDARD TITLE (240),SCORING (240m),WORK CATALOG (690),SUBJECT HEADING (650),SOURCE TYPE (593a),SOURCE TYPE (593b),DATE TO (260),DATE FROM (260),MATERIAL (300),PLATE NR (028)
850810473,I-Gl DONO BARBIERI 1,,"Barbieri, Mario",Fantasia da concerto per chitarra e archi,Fantasia da concerto,,,Fantasies;Concertos,Manuscript copy,Notated music,1960,1930,score(s) and parts,
850636083,I-FZc A.VII.3,,"Mazzetti, Raffaele",Fantasia | per | corno | con accompagnamento di | Grande Orchestra | composta | dal Maes | Raffaele Mazzetti | per uso di | Ercole Bolognini | Originale,Fantasies,,,Fantasies,Possible autograph manuscript,Notated music,1900,1801,score and parts,
850804422,I-Gl F. 1. 4. 21B.,,"Rossaro, Carlo ",Fantasia | per | Pianoforte | e | Contrabasso | di | Carlo Rossaro | Opera Postuma,Fantasies,,,Fantasies,Manuscript copy,Notated music,1890,1880,score and part(s),
850795125,I-Bl [no indication],,"Masini, Gaetano",Fantasia brillante per flauto sopra motivi del m.o Donizetti,Fantasies,,,Fantasies,Manuscript copy,Notated music,1859,1850,,
850794745,I-Bl [no indication],,"Corticelli, Gaetano","Fantasia p[er] Piano Forte composta, e dedicata a sua eminenza reverendissima il cardinale Giuseppe de Principi Albani segretario de’ Brevi, Legato di Bologna &&&",Fantasies,,,Fantasies,Possible autograph manuscript,Notated music,1829,1820,,
850794864,I-Bl [no indication],,"Manganelli, Gaetano",Fantasia per fagotto con accompagnamento d'orchestra,Fantasies,,,Fantasies,Manuscript copy,Notated music,1879,1870,,
850795116,I-Bl [no indication],,"Masini, Gaetano",Fantasia per flauto sopra un motivo del M° Donizzetti,Fantasies,,,Fantasies,Manuscript copy,Notated music,1859,1850,,
850804270,I-Gl F. 5. 3. 4.,,"Naderman, François-Joseph",Fantasie et Variations | pour la Harpe,Fantasies,,,Fantasies;Variations,Manuscript copy,Notated music,1890,1860,,
850794574,I-Bl [no indication],,"Masini, Gaetano",Fantastico sopra reminiscenze delle opere Puritani e Norma per flauto e piano.te,Fantastico sopra reminiscenze delle opere Puritani e Norma,,,Instrumental pieces ,Manuscript copy,Notated music,1879,1870,,
850809270,I-Gl A. 1. 5,850809250,"Cesarini, Carlo Francesco",Del Sig.r Cesarini | Farfalletta,Farfalletta or fuggi or riedi,,,Cantatas,Manuscript copy,Notated music,1720,1690,score,
850794288,I-Bl [no indication],,Anonymus,Sinfonia | Nell'opera Fausta | del sig.r M.ro Donizetti | Ridotta pel Piano Forte,Fausta,,,Operas;Overtures,Manuscript copy,Notated music,1839,1830,,
850641053,I-FZc A.VI.32,,"Donizetti, Gaetano",Sinfonia nell' | Opera | La Fausta | Del Sig. Maes. Donizetti,Fausta,,,Operas;Overtures,Manuscript copy,Notated music,1900,1801,score and parts,
850724185,I-Vc Busta 126.34,,Anonymus,FECI TIBI SOLI,Feci tibi soli,,,Vocal pieces,Possible autograph manuscript,Notated music,,,score,
850731426,I-Vc Busta 84.1,850731212,"Saulati, Giuseppe",Vero ¢sic | Del Magnificat Del S: M: Giuseppe Saula | ti,Fecit potentiam,,,Sacred songs,Manuscript copy,Notated music,,,,
850730593,I-Vc Busta 48.7,850731031,"Latilla, Gaetano",Verso Del Magnificat 4:o jn Due Cori D: S: Mro Gaetano Lattilla,Fecit potentiam,,,Sacred songs,Manuscript copy,Notated music,,,parts,
850725626,I-Vc Busta 107.3,850726459,"Latilla, Gaetano",Verso Del Magnificat 8:  D: S: Mro Gaetano Lattilla,Fecit potentiam,,,Sacred songs,Manuscript copy,Notated music,,,,
850720781,I-Vc Busta 54.6,850721878,Anonymus,Violon,Fecit potentiam,,,Sacred songs,Manuscript copy,Notated music,,,parts,
850715502,I-Vc Busta 37.24,,"Buzzolla, Antonio","Fede, celeste face",Fede celeste face,,,Arias (voc.),Manuscript copy,Notated music,1890,1861,score,
850719169,I-Vlevi C.5,850717381,"Pont, Jacques du",CANZONETTE | PER CANTAR | ET SONAR DI LIUTO | A TRE VOCI,Fedeli miei che sotto l' Euro avete,,,Madrigals,Manuscript copy,Notated music,,,,
850804335,I-Gl DONO GIANNUZZI 197,,"Giordano, Umberto",Fedora del | Maestro Giordano | Arpa,Fedora,,,Operas,Manuscript copy,Notated music,1906,1906,part(s),
850812895,I-Gl F. 1. 10. 10.,,"Tournier, Marcel-Lucien",Féerie,Féerie,,,Dances,Manuscript copy,Notated music,1954,1954,score and parts,
850719175,I-Vlevi C.6,850717381,"Rore, Cipriano de",CANZONETTE | PER CANTAR | ET SONAR DI LIUTO | A TRE VOCI,Felice sei trevigi,,,Madrigals,Manuscript copy,Notated music,,,,
850647530,I-Ras MS Mus. 74,,"Dolfi, Pietro ",In festo visitationis beate Maria Virginis | Ultimo verso del Graduale a tre voci pieno | da eseguirsi senza organo | posto in musica dal M.o Pietro Dolfi | Anno 1882 | Da eseguirsi in S.Elisabetta in via di Chiavari,Felix es sacra,,,Graduals,Autograph manuscript,Notated music,1882,1882,parts,
850723560,I-Vc Busta 122.1,,Anonymus,"FELIX NAMQUE ES SACRA, OFFERTORIO",Felix namque es sacra,,,Offertories,Manuscript copy,Notated music,,,,
850727547,I-Vc Busta 129.12,850727545,Anonymus,Tenor | Littanie Sanctorum,Felix namque nos,,,Offertories,Manuscript copy,Notated music,,,,
850628779,I-Bsf M.Martini IV-3@288,850627496,"Martini, Giovanni Battista",Canone à 3,Ferdinando augura,,,Canons (voc.),Manuscript copy,Notated music,,,score,
850714036,I-Vc Busta 45.4,850714227,Anonymus,Ferita paues Recita:vo Tacet,Ferita,,,Sacred songs,Manuscript copy,Notated music,,,parts,
850809220,I-Gl A. 1. 5,850809250,"Cesarini, Carlo Francesco",Del Sig.r Cesarini,Ferma Borea che tenti,,,Cantatas,Manuscript copy,Notated music,1720,1690,score,
850800684,I-Bl [no indication],,"Spontini, Gaspare","Overtura del Ferdinando Cortes. Musica del sig. Maestro Spontini ridotta dal sig. Carbonel per il Pian-forte, e violino d’accompagno",Fernand Cortez,,,Operas;Overtures,Manuscript copy,Notated music,1819,1810,,
850715007,I-Vire 335,850715376,"Marcello, Benedetto",FESTEGGIATEMI INTORNO MIEI CARI,Festeggiatemi intorno miei cari,,,Cantatas,Manuscript copy,Notated music,,,score,
850716601,I-Vlevi C.5,850716994,"Anerio, Felice",CANZONETTE | PER CANTAR | ET SONAR DI LIUTO | A TRE VOCI,Fiamme che da begli occhi gradite,,,Madrigals,Manuscript copy,Notated music,,,,
850730779,I-Vc Busta 84.1,850731212,"Bernasconi, Andrea",Verso Del Deprofundis Primo D: S: M:ro Andrea Bernasconi,Fiant aures tuae intendentes,,,Psalms;Versi (voc.),Manuscript copy,Notated music,,,,
850727269,I-Vc Busta 128.44,,"Furlanetto, Bonaventura",FIDELIA OMNIA MEA,Fidelia omnia mea,,,Sacred songs,Possible autograph manuscript,Notated music,,,score,
850728252,I-Vc Busta 120.2,850729030,"Furlanetto, Bonaventura",Antiph: per Visitatione Ecclesie D: S: Mro Don Bonaventura Furla= | netto 1793,Fidelis servus et prudens,,,Antiphons,Manuscript copy,Notated music,,,,
850728828,I-Vc Busta 115.4,850729413,"Furlanetto, Bonaventura",Antiph: per Visitatione Ecclesie D: S: Mro Don Bonaventura Furlanetto 1793,Fidelis servus et prudens,,,Antiphons,Manuscript copy,Notated music,,,,
850731707,I-Vc Busta 85.5,850730319,"Furlanetto, Bonaventura",Antiph: per Visitatione Ecclesie D: S: Mro Don Bonaventura Furlanetto 1793,Fidelis servus et prudens,,,Antiphons,Manuscript copy,Notated music,,,,
850730347,I-Vc Busta 86.7,850731206,"Furlanetto, Bonaventura",Antiph: per Visitatione Ecclesie D: S: Mro Don Bonaventura Furlanetto 1793,Fidelis servus et prudens,,,Antiphons,Manuscript copy,Notated music,,,,
850732542,I-Vc Busta 96.7,850732998,"Furlanetto, Bonaventura",Antiph: per Visitatione Ecclesie D: S: Mro Don Bonaventura Furlanetto 1793,Fidelis servus et prudens,,,Antiphons,Manuscript copy,Notated music,,,,
850731179,I-Vc Busta 85.4,850731173,"Furlanetto, Bonaventura","Antiph: per Visitatione Ecclesie, D: S: Mro Don Bonaventura Furlanetto 1793",Fidelis servus et prudens,,,Antiphons,Manuscript copy,Notated music,,,,
850728544,I-Vc Busta 121.5,850729116,"Furlanetto, Bonaventura",Antiph. per Visitatione ecclesie D: S: Mro Don Bonaventura Furlanetto 1793,Fidelis servus et prudens,,,Antiphons,Manuscript copy,Notated music,,,,
850722219,I-Vc Busta 62.6,850723331,"Furlanetto, Bonaventura","Antiph. Per Visitatione ecclesie, D: S: Mro Don | Bonaventura Furlanetto 1793",Fidelis servus et prudens,,,Antiphons,Manuscript copy,Notated music,,,,
850714923,I-Vc Busta 25.8,850715484,"Furlanetto, Bonaventura",Antiphona pro visitazione Ecclesie | Furlanetto 1793,Fidelis servus et prudens,,,Antiphons,Possible autograph manuscript,Notated music,1800,1791,score,
850627010,I-Bsf M.H.I.22,,"Haydn, Joseph",Arietta del Sig:re Giuseppe Haydn,Fidelity,,,Canzonettas,Manuscript copy,Notated music,1800,1791,score,
850713587,I-Vc Busta 2.35,850713782,"Marciani, Giovanni",Dello Stesso,Fier contrasto nel mio core,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850639563,I-Bsf M.B.III.18@/1,,"Durante, Francesco",Duetto VIII,Fiero acerbo,,,Duets (voc.),Manuscript copy,Notated music,,,score,
850732018,I-Vc Busta 71.43,850732689,"Guglielmi, Pietro Alessandro",Sig.r Guglielmi,Figlia oh Dio l'orror l'affanno,,,Arias (voc.),Manuscript copy,Notated music,,,,
850721557,I-Vc Busta 43.15,,"Terradellas, Domingo",S.t Cassano 1748 Terradelas,Figlio ascolta ah giace estinto,,,Arias (voc.),Manuscript copy,Notated music,1748,1748,score,
850808207,I-Gl SCAT. 57. 1.,,"Isola, Gaetano","Figlio, che fosti ognora | Scena, e Duetto | Del Signor Gaetano Isola | cantato | Dalla signora Giuseppa Grassini, e | Camilla Balsamini | Nella Penelope | In Genova il Carnevale 1803",Figlio che fosti ognora,,,Insertions;Scenes;Duets (voc.);Operas,Manuscript copy,Notated music,1805,1803,score,
850712551,I-Vc Busta 6.7,850712547,"Nicolini, Giuseppe",Figlio tu sei di Roma | Duetto | del S.Giuseppe Nicolini | Violino Principale,Figlio tu sei di Roma,,,Duets (voc.),Manuscript copy,Notated music,1810,1801,parts,
850804327,I-Gl DONO SCIACC. GALL. 70,,"Vannucci Trevese, Mirella",Filastrocca,Filastrocca,,,Romances (voc.),Manuscript copy,Notated music,1953,1953,score,
850699072,I-Vire 368,850721340,"Naumann, Johann Gottlieb",N:  6,Fileno oh Dio,,,Duets (voc.),Manuscript copy,Notated music,,,score,
850647358,I-Ras MS Mus. 69@2,850647868,"Dolfi, Pietro ",Filiæ regum,Filiae regum,,,Offertories,Manuscript copy,Notated music,,,score and parts,
850740366,I-Vc Busta 8.194,850714583,"Millico, Giuseppe",N¢ VI,Fille se mai pretendi,,,Canzonettas,Manuscript copy,Notated music,,,score,
850730712,I-Vire 334,850730709,"Marcello, Benedetto",FILLI DESIA IL MIO COR AL SUO CRUDEL DOLOR,Filli desia il mio cor,,,Cantatas,Manuscript copy,Notated music,,,score,
850732158,I-Vc Busta 79.19,850732157,Anonymus,FIN CHE NE SARO` APPRESSO,Finché ne sarò apresso,,,Vocal pieces,Manuscript copy,Notated music,,,,
850712157,I-Vc Busta 4.25,,"Pavesi, Stefano","Comala e Fingalle In Venezia il Carnle 1805 | Scena, e Duetto | Se Padre mi sei | Del Sig:r Stefano Pavesi | Nel Nob:mo Teatro La Fenice",Fingallo e Comala,,,Operas;Scenes;Duets (voc.),Manuscript copy,Notated music,1810,1801,score,
850711979,I-Vc Busta 2.34,850712714,"Ziani, Marc'Antonio",Dello stesso,Fingete voi belle ch'amate,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850794481,I-Bl [no indication],,"Di Fede Mallia, Giovanni ",Fioritura d'aprile mazurca brillante,Fioritura d'aprile,,,Mazurkas,Manuscript copy,Notated music,1889,1880,,
850719779,I-Vc Busta 37.14,,"Buzzolla, Antonio",Antiphona Firmetur manus tua Antonio Buzzolla,Firmetur manus tua,,,Antiphons,Manuscript copy,Notated music,1860,1841,score,
850715316,I-Vc Busta 43.1,850715505,"Leo, Leonardo",Fissa ne sguardi miei,Fissa ne sguardi miei,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850727645,I-Vc Busta 128.36,,"Perotti, Giovanni Agostino",Duettino per due Soprani | Flamma superni ardoris | Coll'Accompag:to d'Orchestra | Per le figlie della Pieta` Modesta ed Amalia | Del Sig:r G: Agostino Perotti | 1835,Flamma superni ardoris,,,Duets (voc.),Manuscript copy,Notated music,,,score,
850632784,I-Bsf M.B.III-12,,"Basili, Francesco",Offertorio Iustus ut Palma Florebit Del Celebre Maestro Francesco Basili,Florebit ut palma,,,Offertories,Manuscript copy,Notated music,1810,1801,score,
850720198,I-Vc Busta 10.1,850720194,"Porta, Giovanni",4,Flutuante il core amante,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850730786,I-Vc Busta 91.1,850732311,"Latilla, Gaetano",Motetto Per Sig:ra Serafina D: S: Mro Gaetano Lattilla,Fluvius de monte,,,Motets,Manuscript copy,Notated music,,,,
850713101,I-Vc Busta 5.28,,"Pfeiffer, Michael Traugott","Fondamenti e Regole | per imparare d'accompagnare col Cembalo | qualunque Basso, sia con li numerio sia senza | Uniti assieme da Michele | Pfeiffer di Franconia Philarm:co",Fondamenti e Regole per imparare d'accompagnare col Cembalo,,,Tutors (inst.),Manuscript copy,Notated music,,,,
850712145,I-Vc Busta 2.34,850712714,"Ziani, Marc'Antonio",Dello stesso,Fonti limpide è chiare,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850727777,I-Vc Busta 119.12,,Anonymus,FONTI VOI CHE AL MIO PIANTO,Fonti voi che al mio pianto crescete,,,Cantatas,Manuscript copy,Notated music,,,score and parts,
850720190,I-Vc Busta 10.2,850710578,"Laurenti, Girolamo Nicolò",Forlana,Forlanas,,,Forlanas,Manuscript copy,Notated music,,,,
850732138,I-Vc Busta 81.18,850733265,Anonymus,Furlana,Forlanas,,,Forlanas,Manuscript copy,Notated music,,,,
850732139,I-Vc Busta 81.18,850733265,Anonymus,Furlana,Forlanas,,,Forlanas,Manuscript copy,Notated music,,,,
850732140,I-Vc Busta 81.18,850733265,Anonymus,Furlana,Forlanas,,,Forlanas,Manuscript copy,Notated music,,,,
850732809,I-Vc Busta 81.18,850733265,Anonymus,Furlana,Forlanas,,,Forlanas,Manuscript copy,Notated music,,,,
850733060,I-Vc Busta 79.4,850733489,Anonymus,furlana,Forlanas,,,Forlanas,Manuscript copy,Notated music,,,,
850732815,I-Vc Busta 81.18,850733265,Anonymus,Furlana del Sig.r Cipriano | ¢illeggibile|,Forlanas,,,Forlanas,Manuscript copy,Notated music,,,,
850627237,I-Bsf M.Martini IV-3@172,850627496,"Martini, Giovanni Battista",Canone à 2,Formaggio ova insalata,,,Canons (voc.),Manuscript copy,Notated music,,,score,
850712520,I-Vc Busta 2.26,,"Bianchi, Francesco",Del Sigr Francesco Bianchi,Forsennati e pazzi amanti,,,Arias (voc.),Manuscript copy,Notated music,1800,1791,score,
850725208,I-Vc Busta 110.12,,Anonymus,Violino Pmo | Forsenatti e pazzi amanti,Forsennati e pazzi amanti,,,Vocal pieces,Manuscript copy,Notated music,,,parts,
850699078,I-Vire 371,,"Paganini, Ercole",Rec:vo con Aria | Forte questa | Del Sig:r Ercole Paganini N:  di Cap:a Nap:no,Forte questa con attenzione,,,Recitatives;Arias (voc.),Manuscript copy,Notated music,,,score,
850723164,I-Vc Busta 10.1,850720194,"Chelleri, Fortunato",8,Frà gl'applausi e frà gl'allori,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850808479,I-Gl Sc. 96. 1.,,"Sarti, Giuseppe",Non fidarti amor mi dice | Aria | Con Viola obligata | Del Sig: | Domenico Cimarosa,Fra i due litiganti il terzo gode,,,Operas;Arias (voc.),Manuscript copy,Notated music,1800,1790,score,
850721341,I-Vire 368,850721340,"Naumann, Johann Gottlieb",N:  1,Fra i mesti miei pensieri,,,Duets (voc.),Manuscript copy,Notated music,,,score,
850627568,I-Bsf M.V.XXIV.17@1,850627567,"Caruso, Luigi","Recit:°ed Aria | Col Viol:°, ed Oboé a Solo | del | Sig.Luigi Caruso | In Bologna 1786",Fra il rigor di tanti affanni,,,Recitatives;Arias (voc.),Manuscript copy,Notated music,,,score,
850809801,I-Gl M.(1) 1X,,"Cerro, Luigi","Duò Notturno obligato con Flauto violino, viola, chitarra, e violoncello Del Sig:or Luigi  Cerro",Fra il silenzio della notte,,,Notturni (voc.),Manuscript copy,Notated music,1800,1780,score,
850626863,I-Bsf M.M.II.4,,"Mayr, Johann Simon",Terzetto | Fra il timore e la sorpresa | Del Sig. Simone Mayr,Fra il timore e la sorpresa,,,Terzets (voc.),Manuscript copy,Notated music,1840,1811,score,
850728583,I-Vc Busta 128.12,850728973,Anonymus,Fra Martino Campanaro,Fra Martino campanaro,,,Arias (voc.),Manuscript copy,Notated music,,,,
850726858,I-Vc Busta 123.20,,"Borghi, Giovanni Battista",N.  1 | Aria | del Sig:r Gio: Batta Borghi | Fra mille dubbj,Fra mille dubbi,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850632576,I-Bsf M.A.IX.15(11),850632711,Anonymus,Fra mille dubbi,Fra mille dubbi,,,Madrigals,Manuscript copy,Notated music,,,score,
850710377,I-Vc Busta 4.14,,"Mortellari, Michele",Del Sig:r Michele | Mortellari,Fra noi chi a ciglio,,,Recitatives;Rondos (voc.),Manuscript copy,Notated music,1800,1791,score,
850815430,I-Gl NN. 250,,Anonymus,Coro doppo il Duetto,Fra plausi e concenti Olimpica schiera,,,Choruses,Manuscript copy,Notated music,1800,1780,score,
850728565,I-Vc Busta 123.2,850728556,"Martini, Giovanni Battista",N:  9. | Canone   due all'uniss:,Fra quei segni,,,Canons (voc.),Manuscript copy,Notated music,,,,
850728735,I-Vc Busta 125.37,850728554,Anonymus,Fra tanti affanni,Fra tanti affanni,,,Arias (voc.),Manuscript copy,Notated music,,,,
850815441,I-Gl NN. 257,,"Tarchi, Angelo",[Fra tanti martiri non curo la vita],Fra tanti martiri non curo la vita,,,Arias (voc.),Manuscript copy,Notated music,1790,1770,score,
850808256,I-Gl D. 3. 40. 12,850808176,"Ponzo, Giuseppe",In Genova. Nel Carnovale 1759. Aria del Sig.r Giuseppe Ponzo Napolitano,Fra tanti pensieri di regno e d'amore,,,Arias (voc.),Manuscript copy,Notated music,1759,1759,score,
850730861,I-Vc Busta 79.27,,"Nogo, Gio. Adolfo",San Gio: Gris:    Del Sig. Gio Adolfo Nago ¢?|,Fra tanti pensieri di regno e d'amore,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850668795,I-Vlevi CF.D.52,,Anonymus,Composizioni,Fragments,,,Fragments,Manuscript copy,Notated music,1800,1791,1 score: 2 f.,
850674316,I-Vlevi CF.D.41,,Anonymus,Frammenti,Fragments,,,Fragments,Manuscript copy,Notated music,1860,1841,score,
850718984,I-Vlevi CF.D.41,,Anonymus,Frammenti,Fragments,,,Fragments,Manuscript copy,Notated music,,,,
850727064,I-Vc Busta 127.104,,Anonymus,Frammenti,Fragments,,,Fragments,Manuscript copy,Notated music,,,score,
850727454,I-Vc Busta 127.103,,Anonymus,Frammenti,Fragments,,,Fragments,Manuscript copy,Notated music,,,score,
850798498,I-Bl [no indication],,"Bertocchi, Federico ",Francesca da Rimini opera in 3 atti Aria del basso atto 3. scena 3. op. 13,Francesca da Rimini,,,Operas;Arias (voc.),Autograph manuscript,Notated music,1869,1860,,
850798486,I-Bl [no indication],,"Bertocchi, Federico ",Francesca da Rimini opera in tre atti : aria del tenore con coro op. 12 / di F[ederico] B[ertocchi],Francesca da Rimini,,,Operas;Arias (voc.),Autograph manuscript,Notated music,1879,1870,,
850798483,I-Bl [no indication],,"Bertocchi, Federico ","Romanza di Francesca. Francesca da Rimini, opera in 3 atti op. 14",Francesca da Rimini,,,Operas;Romances (voc.),Autograph manuscript,Notated music,1869,1860,,
850641181,I-FZc C.VII.52.13,,"Cicognani, Antonio ",Franciscus pauper.Antonio Cicognani,Franciscus pauper,,,Sacred songs,Manuscript copy,Notated music,1900,1801,score,
850623451,I-Bsf FC.B.III-7,,"Borghi, Giovanni Battista",Motetto in voce di Basso con violini e corni Del Sig.r Borghi,Fremit irato,,,Motets,Manuscript copy,Notated music,1790,1761,score and parts,
850725952,I-Vc Busta 112.3,850733103,"Latilla, Gaetano",Motetto Per Sig:ra Betta Del Sigr. Mro Gaetano Lattilla,Fremit unda,,,Motets,Manuscript copy,Notated music,,,,
850628187,I-Bsf M.Martini IV-3@298,850627496,"Martini, Giovanni Battista",Canone à 3,Frittolin Raviolin,,,Canons (voc.),Manuscript copy,Notated music,,,score,
850794477,I-Bl [no indication],,"Willners, L.",En nutida : Fryksdalsdans-Polka (Rheinländer) / arr. L. Willners,Fryksdalsdans-Polka,,,Polkas;Rheinländer,Manuscript copy,Notated music,1889,1880,,
850724950,I-Vc Busta 51.14,,"Bernasconi, Andrea",Mottetto Per Sig:ra Fortunata D: S: M:ro Andrea Bernasconi Flautti,Fuge a voraci dente,,,Motets,Manuscript copy,Notated music,,,score,
850740211,I-Vc Busta 8.194,850714583,"Millico, Giuseppe",N¢ IV,Fuggan da noi gli affanni,,,Canzonettas,Manuscript copy,Notated music,,,score,
850716990,I-Vlevi C.5,850717382,"Giovannelli, Ruggero",CANZONETTE | PER CANTAR | ET SONAR DI LIUTO | A TRE VOCI,Fugge dagli occhi il sonno,,,Madrigals,Manuscript copy,Notated music,,,,
850632798,I-Bsf M.C.VI.5,850632961,"Corigliano, Domenico",N} 9,Fuggi da questo suolo,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850629264,I-Bsf M.Martini IV-3@244,850627496,"Martini, Giovanni Battista",Canone à 3,Fuggi l'ozio,,,Canons (voc.),Manuscript copy,Notated music,,,score,
850727796,I-Vc Busta 123.2,850728556,"Martini, Giovanni Battista",N:  40. | Canone   3. all'Uniss:,Fuggi l'ozio,,,Canons (voc.),Manuscript copy,Notated music,,,,
850713842,I-Vc Busta 45.4,850714227,"Furlanetto, Bonaventura",Aria 2:da Del Dialogo A 2:de Samaritana e Ignazia D: S: Mro Don Bonaventura Furlanetto,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,parts,
850720929,I-Vc Busta 58.3,850721368,"Furlanetto, Bonaventura",Dialogho a 2 jagnazia et Samaritana D: S: M¢aest | ro Di B¢onaventura | F¢urlanetto|,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,,
850722773,I-Vc Busta 62.2,850722987,"Furlanetto, Bonaventura",Dialogo A 2 De Samaritana e Jgnazia D: S: Mro Don Bonaventura Furlanetto,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,,
850724487,I-Vc Busta 111.4,850724920,"Furlanetto, Bonaventura",Dialogo A 2:de Samaritana e Jgnazia D: S: Mro D: B: F:,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,,
850720916,I-Vc Busta 63.1,850720912,"Furlanetto, Bonaventura",Dialogo A 2:de Samaritana e jgnazia D: S: Mro Don Bonaventura Furlanetto,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,,
850732402,I-Vc Busta 106.3,850724589,"Furlanetto, Bonaventura",Dialogo A' 2: De Samaritana e jgnazia D: S: Mro Don B: F:,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,,
850730070,I-Vc Busta 99.4,850730064,"Furlanetto, Bonaventura",Sinfonia del Dialogo   due Del Sig:r Mro D: Bonaventura Furlanetto,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,,
850715046,I-Vc Busta 47.6,850715223,"Furlanetto, Bonaventura",Sinfonia Del Dialogo A 2:de Samaritana e Jgnazia D: S: Mro Don Bonaventura Furlanetto,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,,
850713844,I-Vc Busta 45.4,850714227,"Furlanetto, Bonaventura",Sinfonia Del Dialogo A Due  Del Sig:r D Mro Bonaventura Furlanetto,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,parts,
850726488,I-Vc Busta 109.4,850723484,"Furlanetto, Bonaventura",Sinfonia Del Dialogo A Due Samaritana E ignazia D: S: Mro D: B: F:,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,,
850721705,I-Vc Busta 53.3,850721927,"Furlanetto, Bonaventura",Sinfonia Del Dialogo A due Samaritana e jgnazia D: S: Mro Don Bonaventura Furlanetto,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,parts,
850732404,I-Vc Busta 106.3,850724589,"Furlanetto, Bonaventura",Sinfonia Del Dialogo D: S: Mro D: Bonaventura F:to,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,,
850722108,I-Vc Busta 62.2,850722987,"Furlanetto, Bonaventura",Sinfonia Del Dialogo D: S: Mro D: Bonaventura Furlanetto,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,,
850732722,I-Vc Busta 80.2,850733175,"Furlanetto, Bonaventura",Sinfonia Per il Dialogo a due Del S: Mro D: Bonaventura F:to,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,,
850726230,I-Vc Busta 108.2,850726650,"Furlanetto, Bonaventura",Sinfonia Per jl Dialogo a due D: S: Mro D: Bonaventura Furlanetto,Fugitiva quid ploras,,,Dialogues,Manuscript copy,Notated music,,,parts,
850635301,I-Bsf Ms.60-34@1,850635300,"Mattei, Stanislao",Fughe,Fugues,"vl (2), vla, vlc",,Fugues (inst.),Autograph manuscript,Notated music,1784,1784,1 score,
850635302,I-Bsf Ms.60-34@2,850635300,"Mattei, Stanislao",Fughe,Fugues,"vl (2), vla, vlc",,Fugues (inst.),Autograph manuscript,Notated music,1784,1784,1 score,
850675257,I-BARad Ms 157@4,850675253,Anonymus,Fuga,Fugues,,,Fugues (inst.),Manuscript copy,Notated music,,,parts,
850716067,I-Vc Busta 41.6,,"Buzzolla, Antonio",Fuga a 4:¢ di Antonio Buzzolla,Fugues,,,Fugues (inst.),Possible autograph manuscript,Notated music,1860,1841,parts,
850715482,I-Vc Busta 41.35,850715480,Anonymus,Fuga a tre,Fugues,,,Fugues (inst.),Manuscript copy,Notated music,,,,
850635298,I-Bsf Ms.60-33@1,850635501,"Mattei, Stanislao",Fughe,Fugues,,,Fugues (inst.),Autograph manuscript,Notated music,1784,1784,1 score,
850635299,I-Bsf Ms.60-33@2,850635501,"Mattei, Stanislao",Fughe,Fugues,,,Fugues (inst.),Autograph manuscript,Notated music,1784,1784,1 score,
850715681,I-Vc Busta 41.10,850716071,"Buzzolla, Antonio",Fughe,Fugues,,,Fugues (inst.),Manuscript copy,Notated music,,,score,
850714534,I-Vc Busta 41.36,,"Buzzolla, Antonio",Fughe,Fugues,,,Fugues (inst.),Possible autograph manuscript,Notated music,1860,1841,score,
850714535,I-Vc Busta 41.37,,"Buzzolla, Antonio",Fughe,Fugues,,,Fugues (inst.),Possible autograph manuscript,Notated music,1860,1841,score,
850714541,I-Vc Busta 41.43,,"Buzzolla, Antonio",Fughe,Fugues,,,Fugues (inst.),Possible autograph manuscript,Notated music,1860,1841,score,
850714542,I-Vc Busta 41.44,,"Buzzolla, Antonio",Fughe,Fugues,,,Fugues (inst.),Possible autograph manuscript,Notated music,1860,1841,score,
