SIGNATUR,KOMPONIST,EINORDNUNGSTITEL,300$a,590$b,RISM-ID,INDEX
Mus.4204 [9 parts],"Pfeiffer, Franz Anton","Concertos - fag, orch",10 parts,"4, 4, 4, 2, 2, 2, 1, 1, 1, 1f.",240003527,01
"","","",9 parts,"4, 3, 3, 2, 2, 1, 1, 1, 1f.","",02
Mus.4197,"Pfeiffer, Franz Anton","Concertos - fag, orch",16 parts,"4, 4, 2, 4, 2, 2, 2, 4, 4, 1, 1, 1, 1, 1, 1, 1f.",240003528,01
"","","",1 part,4f.,"",02
"","","",12 parts,"4, 4, 2, 2, 3f., 1, 1, 1, 1, 1, 1, 1f.","",03
Mus.4204/1,"Pfeiffer, Franz Anton","Concertos - fag, orch",8 parts,"4, 1, 1, 4, 4, 1, 1f.",240003529,01
Mus.4201,"Pfeiffer, Franz Anton","Concertos - fag, ob, orch",11 parts,"2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1f.",240003530,01
Mus.4199,"Pfeiffer, Franz Anton","Concertos - fag, orch",12 parts,"4, 4, 2, 4, 2, 2, 2, 2, 1, 1, 1, 1f.",240003531,01
Mus.4205,"Pfeiffer, Johann","Concertos - fl, strings, cemb; GroF 1730",5 parts,"2, 1, 1, 1, 1f.",240003532,01
Mus.4198 [autograph],"Pfeiffer, Franz Anton","Concertos - fag, orch",12 parts,"4, 4, 2, 4, 2, 2, 4, 4, 1, 1, 1, 1f.",240003533,01
"","","",9 parts,"4, 4, 4, 2, 3, 1, 1, 1, 1f.","",02
Mus.4200,"Pfeiffer, Franz Anton","Concertos - fag, orch",9 parts,"4, 4, 4, 2, 4, 1, 1, 1, 1f.",240003534,01
Mus.4203,"Pfeiffer, Franz Anton","Concertos - fag, orch",10 parts,"4, 4, 4, 2, 2, 4, 1, 1, 1, 1f.",240003535,01
Mus.4206,"Pfeiffer, Franz Anton","Divertimentos - fag, vl, vlc",3 parts,"1, 2, 1f.",240003536,01
Mus.4214,"Pfeiffer, Franz Anton","Anglaises - vl (2), winds, b",6 parts,"1, 1, 1, 1, 1, 1f.",240003537,01
Mus.4210,"Pfeiffer, Johann","Overtures - strings, woodwinds",7 parts,"2, 2, 2, 2, 2, 2, 2f.",240003538,01
Mus.4209,"Pfeiffer, Johann","Overtures - strings, woodwinds",7 parts,"2, 2, 2, 2, 2, 2, 2f.",240003539,01
Mus.4207,"Pfeiffer, Franz Anton","Overtures - strings, woodwinds, cemb",7 parts,"2, 2, 2, 2, 2, 2, 2f.",240003540,01
Mus.4208,"Pfeiffer, Johann","Overtures - strings, woodwinds, cemb",7 parts,"2, 2, 2, 2, 2, 2, 2f.",240003541,01
Mus.4212/1,"Pfeiffer, Franz Anton","Quartets - fag, vl, vla, b",4 parts,"2, 2, 2, 2f.",240003542,01
Mus.4212/8,"Pfeiffer, Franz Anton","Quartets - fag, vl, vla, b",4 parts,"2, 2, 2, 2f.",240003543,01
Mus.4212/5,"Pfeiffer, Franz Anton","Quartets - fag, vl, vla, vlc",1 part,2f.,240003544,01
"","","",3 parts,"2, 2, 2f.","",02
Mus.4212/6,"Pfeiffer, Franz Anton","Quartets - fag, vl, vla, vlc",4 parts,"2, 2, 2, 2f.",240003545,01
Mus.4212/4a,"Pfeiffer, Franz Anton","Quartets - fag, vl, vla, b",4 parts,"2, 2, 2, 2f.",240003546,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.4212/2,"Pfeiffer, Franz Anton","Quartets - fag, vl, vla, b",4 parts,"2, 2, 2, 2f.",240003547,01
Mus.4212/3,"Pfeiffer, Franz Anton","Quartets - fag, vl, vla, b",4 parts,"2, 1, 1, 2f.",240003548,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.4212/7,"Pfeiffer, Franz Anton","Quartets - fag, vl, vla, b",4 parts,"2, 2, 2, 2f.",240003549,01
Mus.4213a,"Pfeiffer, Franz Anton","Sonatas - fag, b",score: 4f.,"",240003550,01
Mus.4213b [2x],"Pfeiffer, Franz Anton","Sonatas - fag, b","score (2x): 4, 4f.","",240003551,01
Mus.4222,Collection,"Tom Jones - Excerpts; S (2), orch",11 parts,"4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2f.",240003552,01
Mus.1487,"Piantanida, Giovanni","Quartets - vl (2), vla, b",4 parts,"1, 1, 1, 2f.",240003555,01
Mus.4233,"Piccinni, Niccolò","Artaserse - Excerpts; S, strings",5 parts,"4, 2, 2, 2, 2f.",240003556,01
Mus.4235,"Piccinni, Niccolò","Artaserse - Excerpts; S, strings",5 parts,"3, 2, 2, 2, 2f.",240003557,01
Mus.4234,"Piccinni, Niccolò","Un guerriero giovinetto ch'era bello e bello assai - S, strings, b",5 parts,"4, 2, 2, 2, 2f.",240003558,01
Mus.4232,"Piccinni, Niccolò","Gli stravaganti - Excerpts; S, strings, b",5 parts,"4, 2, 2, 2, 2f.",240003559,01
Mus.4231,"Piccinni, Niccolò","Diane et Endymion? - Excerpts; S, strings, cor (2)",score: 12f.,"",240003560,01
"","","",7 parts,"4, 3, 3, 3, 3, 1, 1f.","",02
Mus.4229,"Piccinni, Niccolò","Didon - Excerpts; S (3), strings, ob (2)",score: 8f.,"",240003561,01
Mus.4230,"Piccinni, Niccolò","Olimpiade - Excerpts; S, strings",score: 8f.,"",240003562,01
Mus.4228,"Piccinni, Niccolò","Olimpiade - Excerpts; S, strings",score: 6f.,"",240003563,01
Mus.4239,"Piccinni, Niccolò","Olimpiade - Excerpts; S, strings, cemb",score: 6f.,"",240003564,01
Mus.4237,"Piccinni, Niccolò",Symphonies,11 parts,"2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1f.",240003565,01
Mus.4236,"Piccinni, Niccolò",L'astrologa - Excerpts; orch,9 parts,"2, 2, 2, 2, 2, 1, 1, 1, 1f.",240003566,01
Mus.3780,"Michéel, Wilhelm Anton","Die Auferstehung - V (4), winds, b",score: f.7r-8,"",240003568,01
Mus.3880,"Mozart, Wolfgang Amadeus","Männer suchen stets zu naschen - Arr; B, pf; KV 416c",short score: 1f.,"",240003569,01
Mus.3906/28,"Mozart, Wolfgang Amadeus","La clemenza di Tito - Excerpts; Arr; V (X), pf; KV 621",short score: 14f.,"",240003570,01
Mus.4238,"Piccinni, Niccolò",Solfeggios,1 part,14f.,240003571,01
Mus.4246,"Pichl, Václav","Concertos - cb, orch",11 parts,"8, 6, 3, 6, 3, 4, 6, 4, 4, 4, 3f.",240003572,01
Mus.4247,"Pichl, Václav","Concertos - cb, orch",9 parts,"6, 6, 5, 4, 5, 2, 2, 2, 2f.",240003573,01
Mus.4244,"Pichl, Václav","Wind music - cl (2), cor (2), fag",5 parts,"4, 4, 4, 3, 3f.",240003574,01
Mus.4243,"Pichl, Václav","Partitas - woodwinds, cor (2)",4 parts,"4, 4, 4, 4f.",240003575,01
"","","",3 parts,"4, 4, 4f.","",02
Mus.4254,"Pio, Carlo Maria de",Keyboard pieces - pf 6hands,score: 10f.,"",240003576,01
Mus.4208/8,"Pleyel, Ignace",Quartets - Excerpts; Arr; winds; BenP 311/3,10 parts,"1, 1, 2, 2, 1, 1, 1, 1, 1, 1f.",240003577,01
Mus.14314,"Pleyel, Ignace",Symphonies - BenP deest,13 parts,"6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 3, 3f.",240003578,01
Mus.4263,"Pleyel, Ignace",Symphonies - BenP 123,2 parts,"5, 4f.",240003579,01
"","","",7 parts,"5, 4, 4, 2, 2, 2, 2f.","",02
"","","",1 part,6f.,"",03
Mus.4285,"Polidoro, Raffaele",Exercises - pf,score: 51f.,"",240003580,01
Mus.4296,"Porpora, Nicola","Per te perdo il mio contento - S, strings, cemb",5 parts,"2, 1, 1, 1, 2f.",240003581,01
Mus.4295,"Porpora, Nicola",Arianna in Nasso - Excerpts; orch; HelN 28,8 parts,"2, 2, 2, 2, 1, 2, 2, 2f.",240003582,01
"","","",2 parts,"1, 1f.","",02
"","","",1 part,2f.,"",03
Mus.4294,"Porpora, Nicola","Adelaide - V (8), orch; HelN 11",score: 199f.,"",240003583,01
Mus.4297,Collection,"4 Rondos - V, fl, guit",score: 5f.,"",240003584,01
Mus.4299,"Porta, Giovanni","De profundis - V (6), Coro, orch",9 parts,"2, 2, 2, 2, 2, 4, 4, 4, 4f.",240003589,01
"","","",2 parts,"6, 4f.","",02
Mus.4300,"Porta, Giovanni","Masses - V (4), Coro, orch",4 parts,"10, 10, 8, 9f.",240003590,01
"","","",11 parts,"18, 18, 17, 16, 16, 14, 14, 8, 3, 3, 3f.","",02
Mus.4301,"Portugal, Marcos António","Alceste - Excerpts; S, orch",score: 12f.,"",240003591,01
Mus.4302,"Portugal, Marcos António","Alceste - Excerpts; V (2), orch",score: 13f.,"",240003592,01
Mus.4304,"Portugal, Marcos António","Per queste amare lagrime - S, Coro maschile, orch",score: 29f.,"",240003593,01
Mus.4303,"Portugal, Marcos António","L'oro non compra amore - Excerpts; V (2), orch",score: 22f.,"",240003594,01
"","","",14 parts,"1, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1f.","",02
Mus.4307,"Prati, Alessio","Piramo e Tisbe - Excerpts; S, strings, woodwinds",score: 6f.,"",240003595,01
"","","",5 parts,"3, 2, 2, 2, 2f.","",02
Mus.4313,"Prowo, Pierre","6 Concertos - ob (3), fag (2)",5 parts,"7, 7, 7, 7, 7f.",240003596,01
Mus.4316,"Prowo, Pierre","Concertos - woodwinds, bc",6 parts,"1, 1, 1, 1, 1, 2f.",240003603,01
Mus.4318,"Prowo, Pierre","Concertos - woodwinds, bc",6 parts,"1, 1, 1, 1, 1, 2f.",240003604,01
Mus.4319,"Prowo, Pierre","Concertos - fl (2), woodwinds, bc",6 parts,"1, 1, 1, 1, 1, 2f.",240003605,01
Mus.4312,"Prowo, Pierre","Concertos - fl, vl (2), bc; GroF 1738",4 parts,"1, 2, 2, 2f.",240003606,01
Mus.4317,"Prowo, Pierre","Concertos - fl (2), woodwinds, bc",6 parts,"1, 1, 1, 1, 1, 2f.",240003607,01
Mus.4315,"Prowo, Pierre","Concertos - fl (2), woodwinds, bc",6 parts,"1, 1, 1, 1, 1, 2f.",240003608,01
Mus.4314,"Prowo, Pierre","Concertos - fl (2), woodwinds, bc",6 parts,"1, 1, 1, 1, 1, 2f.",240003609,01
Mus.4322,"Prowo, Pierre","12 Sonatas - fl, bc",score: 13f.,"",240003610,01
Mus.4323/3,"Prowo, Pierre","Sonatas - recorder, fl, bc",3 parts,"1, 1, 2f.",240003623,01
Mus.4323/7,"Prowo, Pierre","Sonatas - fl, vl, cemb",3 parts,"1, 2, 1f.",240003624,01
Mus.4323/10,"Prowo, Pierre","Sonatas - fl, vl, cemb",3 parts,"2, 2, 2f.",240003625,01
Mus.4323/2,"Prowo, Pierre","Sonatas - fl, strings, bc",3 parts,"1, 1, 2f.",240003626,01
Mus.4323/8,"Prowo, Pierre","Sonatas - fl, vl, cemb",3 parts,"1, 2, 1f.",240003627,01
Mus.4323/1,"Prowo, Pierre","Sonatas - fl (2), bc",3 parts,"1, 1, 2f.",240003628,01
Mus.4323/6,"Prowo, Pierre","Sonatas - fl, vl, cemb",3 parts,"2, 2, 2f.",240003629,01
Mus.4323/4,"Prowo, Pierre","Sonatas - fl, vla, bc",3 parts,"1, 2, 1f.",240003630,01
Mus.4320,"Prowo, Pierre","Sonatas - ob, bc",2 parts,"1, 2f.",240003631,01
Mus.4323/9,"Prowo, Pierre","Sonatas - fl, vl, cemb",3 parts,"2, 2, 2f.",240003632,01
Mus.4323/5,"Prowo, Pierre","Sonatas - fl, vl, cemb",3 parts,"2, 2, 2f.",240003633,01
Mus.4321,Collection,"12 Trios - fl (2), bc",score: 18f.,"",240003634,01
"","","",3 parts,"5, 4, 4f.","",02
Mus.4311,"Prowo, Pierre","Die Vereinigung der vier Temperamente - V (4), orch",13 parts,"5, 6, 5, 7, 10, 10, 8, 10, 12, 1, 1, 1, 1f.",240003647,01
Mus.4351,"Pugnani, Gaetano","6 Sonatas - vl, cemb, vlc",2 parts,"30, 8f.",240003648,01
Mus.4354,"Purcell, Henry","Don Quixote - Excerpts; S, bc; ZimP 578",1 part,4f.,240003655,01
Mus.4360,"Quantz, Johann Joachim","Concertos - fl, strings, cemb; QV 5: 69",6 parts,"2, 2, 2, 1, 1, 2f.",240003656,01
Mus.4358,"Quantz, Johann Joachim","Concertos - fl, strings, cemb; QV 5: 120",6 parts,"2, 2, 2, 2, 1, 2f.",240003657,01
Mus.4359,"Quantz, Johann Joachim","Concertos - fl, strings, cemb; QV 5: Anh.18",5 parts,"1, 2, 1, 1, 2f.",240003658,01
Mus.4368a [1st copy],"Quantz, Johann Joachim","Sonatas - fl, b; QV 1: Anh.43",score: 3f.,"",240003659,01
"","","",score: 4f.,"","",02
Mus.4367,"Quantz, Johann Joachim","Sonatas - fl (2), cemb; QV 2: Anh.17",1 part,4f.,240003660,01
Mus.4366,"Quantz, Johann Joachim","Sonatas - Arr; vl, fl, cemb; QV 2: 7",3 parts,"2, 2, 2f.",240003661,01
Mus.4365a,"Quantz, Johann Joachim","Sonatas - fl, cemb; QV 1: 75",2 parts,"2, 2f.",240003662,01
Mus.4364,"Quantz, Johann Joachim","Sonatas - ob, vl, b; QV 2: Anh.26",3 parts,"1, 2, 1f.",240003663,01
Mus.4362,"Quantz, Johann Joachim","Sonatas - fl, ob, cemb; QV 2: Anh.5",3 parts,"2, 2, 2f.",240003664,01
Mus.4361,"Quantz, Johann Joachim","Sonatas - fl (2), bc; QV 2: 42",3 parts,"2, 2, 2f.",240003665,01
Mus.4363,"Quantz, Johann Joachim","Sonatas - fl (2), vlc; QV 2: Anh.17",3 parts,"2, 2, 2f.",240003666,01
Mus.4400,"Rees, David","6 Sonatas - fl, bc",score: 14f.,"",240003667,01
Mus.4405,"Reicha, Joseph","Concertos - vlc, orch; ReiR|2 2.32",9 parts,"6, 5, 4, 3, 4, 2, 2, 2, 2f.",240003674,01
Mus.4413,"Reichardt, Johann Friedrich","Luci amate a voi non chiedo - S, ob, strings; PröR 337",score: 6f.,"",240003675,01
"","","",5 parts,"2, 2, 2, 2, 2f.","",02
Mus.4421,"Reichardt, Johann Friedrich","Brenno - Excerpts; S, orch; PröR 221/2",score: 19f.,"",240003676,01
Mus.4422a,"Reichardt, Johann Friedrich",Brenno - Excerpts; PröR 214,18 parts,"4, 4, 4, 2,, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1f.",240003677,01
"","","",3 parts,"4, 4, 2f.","",02
"","","",5 parts,"4, 4, 2, 2, 2f.","",03
Mus.4410,"Reichardt, Johann Friedrich","Cantus lugubris in obitum Friderici Magni borus... - V (5), Coro, orch",score: 38f.,"",240003678,01
"","","",32 parts,"9, 9, 8, 8, 9, 8, 7, 8, 4, 4, 5, 5, 4, 3, 3, 2, 2, 2, 2, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2f.","",02
Mus.4420,"Reichardt, Johann Friedrich","Die Geisterinsel - Excerpts; S, orch, pf; PröR 142.11",score: 6f.,"",240003679,01
Mus.4408,"Reichardt, Johann Friedrich","Cantate in the prise of Handel - Arr; S, Coro, orch",score: 26f.,"",240003680,01
"","","",23 parts,"6, 4, 6, 6, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2f.","",02
Mus.4411,"Reichardt, Johann Friedrich","Laßt dem Erhalter unsrer Geliebten uns freudig ... - V (4), Coro, orch",score: 29f.,"",240003681,01
"","","",score: 3fds.,"","",02
Mus.4428/4,Collection,"4 Lieder - V, pf",1 part,4f.,240003682,01
in Mus.5872/8,"Reichardt, Johann Friedrich","Der Holzhauer - Excerpts; Arr; V (7), b, fl; PröR 80",1 part,19f.,240003687,01
Mus.4417,"Reichardt, Johann Friedrich","L'Olimpiade - Excerpts; S, orch; PröR 237",score: 12f.,"",240003688,01
Mus.4416,"Reichardt, Johann Friedrich","L'Olimpiade - Excerpts; S, orch; PröR 240",score: 12f.,"",240003689,01
Mus.4415,"Reichardt, Johann Friedrich","L'Olimpiade - Excerpts; S (2), orch; PröR 237",score: 22f.,"",240003690,01
Mus.4418,"Reichardt, Johann Friedrich","L'Olimpiade - Excerpts; S (2), orch; PröR 234",score: 12f.,"",240003691,01
Mus.4414,"Reichardt, Johann Friedrich",L'Olimpiade - Excerpts; PröR 238-239,score: 14f.,"",240003692,01
Mus.4423,"Reichardt, Johann Friedrich","Quartets - vl (2), vla, vlc",4 parts,"2, 2, 2, 2f.",240003693,01
Mus.4419/1,"Reichardt, Johann Friedrich","Rosmonda - Excerpts; Arr; V, fag (2), pf; PröR 250",short score: 2f.,"",240003694,01
Mus.4419,"Reichardt, Johann Friedrich",Rosmonda - Excerpts; Arr; PröR 249,score: 18f.,"",240003695,01
"","","",short score: 4f.,"","",02
Mus.4419/2,"Reichardt, Johann Friedrich","Rosmonda - Excerpts; Arr; V, pf; PröR 253",short score: 2f.,"",240003696,01
Mus.4429/2,"Reichardt, Johann Friedrich","Dürfen holde Fürstin dürfen wir deines treuen V... - S, Coro, pf",1 part,4f.,240003697,01
Mus.4407,"Reichardt, Johann Friedrich","Der Sieg des Messias - V (4), Coro, orch",score: 80f.,"",240003698,01
"","","",14 parts,"21, 20, 17, 17, 18, 13, 13, 16, 14, 16, 6, 6, 6, 6f.","",02
"","","",11 parts,"14, 18, 13, 13, 12, 12, 16, 6, 7, 7, 6f.","",03
"","","",1 part,18f.,"",04
Mus.4422b,"Reichardt, Johann Friedrich",Brenno - Excerpts; orch; PröR 214,17 parts,"4, 4, 3, 2,, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1f.",240003699,01
"","","",1 part,2f.,"",02
Mus.4409,"Reichardt, Johann Friedrich","Weihnachts-Cantilene - V (2), Coro (2), orch",score: 46f.,"",240003700,01
Mus.4213c,"Pfeiffer, Franz Anton","Sonatas - fag, b",score: 4f.,"",240003701,01
Mus.4428/3,"Reichardt, Johann Friedrich","Wiedersehn - V, pf",1 part,1f.,240003702,01
Mus.4425,"Reichardt, Johann Friedrich","Die Wonne des Wiedersehens - V, pf",1 part,2f.,240003703,01
Mus.4448,"Rendeux, Engelbert",Symphonies,9 parts,"2, 2, 2, 1, 2, 1, 1, 1, 1f.",240003704,01
Mus.4456,Reimann,"Concertos - cemb, orch, bc",7 parts,"6, 2, 2, 2, 2, 2, 2f.",240003705,01
Mus.4453,"Rezel, Christian Andreas","Ich bin der Zweck des Scherzes - V (3), Coro, orch",14 parts,"2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1f.",240003706,01
"","","",19 parts,"5, 5, 2, 2, 5, 5, 4, 5, 5, 6, 6, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.4454,"Rezel, Christian Andreas","Ihr die ihr mit vergnügtem Blick - V (4), Coro, orch",14 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1f.",240003707,01
"","","",17 parts,"6, 3, 1, 1, 5, 5, 6, 6, 4, 4, 4, 6, 2, 2, 1, 1, 1f.","",02
Mus.4463,"Richter, Franz Xaver","Instrumental pieces - fl, b",score: 4f.,"",240003708,01
Mus.4464,"Richter, Georg Friedrich","Concertos - cemb, orch",9 parts,"20, 5, 5, 4, 4, 3, 3, 1, 1f.",240003709,01
Mus.4464,"Richter, Georg Friedrich","Concertos - cemb, orch",9 parts,"14, 6, 6, 5, 5, 4, 4, 2, 2f.",240003710,01
Mus.4467,"Riedt, Friedrich Wilhelm","Sonatas - fl (2), cemb",3 parts,"2, 2, 2f.",240003711,01
Mus.4467/1,"Riedt, Friedrich Wilhelm","Concertos - cor, strings, bc",5 parts,"1, 1, 1, 1, 1f.",240003712,01
Mus.4470,"Rigel, Anton",Overtures - orch,14 parts,"3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240003713,01
Mus.4471,"Rigel, Anton",Overtures - orch,14 parts,"3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240003714,01
"","","",1 part,2f,"",02
Mus.4472,"Rigel, Anton",Overtures,14 parts,"3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240003715,01
Mus.4647/22a,"Righini, Vincenzo",Armida - Excerpts; Arr; pf,short score: 38f.,"",240003716,01
Mus.4487,"Righini, Vincenzo",Armida - Excerpts; Arr,14 parts,"5, 5, 4, 3, 3, 2, 3, 1, 2, 2, 2, 2, 1, 1f.",240003717,01
"","","",short score: 10f.,"","",02
Mus.14202,"Righini, Vincenzo",Atalante e Meleagro - Excerpts; orch,20 parts,"4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2f.",240003718,01
"","","",4 parts,"3, 3, 3, 3f.","",02
"","","",3 parts,"4, 4, 4, 4f.","",03
Mus.4483,"Righini, Vincenzo","Enea nel Lazio - Excerpts; V (5), orch",score: 20f,"",240003719,01
"","","",22 parts,"6, 6, 6, 6, 6, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1f.","",02
Mus.4482,"Righini, Vincenzo",La selva incantata e Gerusalemme liberata,"score (3vol.): 97, 90, 76f.","",240003720,01
"","","",23 parts,"22, 22, 22, 22, 21, 2, 9, 8, 8, 8, 9, 8, 12, 12, 11, 10, 6, 6, 5, 2, 2, 2f.","",02
"","","",1 part,27f.,"",03
"","","",5 parts,"2, 2, 2, 2, 2f.","",04
"","","",19 parts,"3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5, 4","",05
"","","",score (incpl): 28f.,"","",06
Mus.4489,"Righini, Vincenzo","La selva incantata e Gerusalemme liberata - Excerpts; T, orch",score: 23f.,"",240003721,01
Mus.4482/1,"Righini, Vincenzo","La selva incantata e Gerusalemme liberata - Excerpts; V (2), Coro maschile (2), orch",1 score: 36f.,"",240003722,01
"","","",43 parts,"4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 4, 3, 4, 3, 3, 3, 3, 3, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1f.","",02
"","","",3 parts,"1, 1, 1f.","",03
Mus.4482/2,"Righini, Vincenzo","La selva incantata e Gerusalemme liberata - Excerpts; Coro, orch","score (2vol.): 12, 12f.","",240003723,01
"","","",80 parts,"2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f., 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.","",02
"","","",2 parts,"2, 2f.","",03
Mus.14109,"Righini, Vincenzo",La Gerusalemme liberata - Excerpts; orch,22 parts,"3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2f.",240003724,01
"","","",3 parts,"2, 2, 1f.","",02
Mus.4484,"Righini, Vincenzo","La Gerusalemme liberata - Excerpts; V (4), orch",score: 30f.,"",240003725,01
"","","",score: 16f.,"","",02
"","","",18 parts,"5, 5, 5, 4, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1f.","",03
Mus.4490/7,Collection,"4 Lieder - S, pf",1 part,6f.,240003726,01
Mus.4490/10,"Righini, Vincenzo","Lob des Gesangs - V, pf",1 part,2f.,240003731,01
Mus.4479,"Righini, Vincenzo","Masses - V (4), Coro, orch; KleR 1.1",score: 108f.,"",240003732,01
"","","",28 parts,"19, 23, 23, 19, 19, 18, 22, 18, 23, 18, 10, 22, 20, 12, 12, 11, 11, 11, 11, 8, 8, 8, 8, 7, 7, 5, 5, 4f.","",02
Mus.14121,"Righini, Vincenzo",Tigrane - Excerpts; orch,16 parts,"3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1f.",240003733,01
"","","",4 parts,"3, 3, 2, 2f.","",02
"","","",1 part,2f.,"",03
Mus.4488,"Righini, Vincenzo",La selva incantata e Gerusalemme liberata,"score (3vol.): 72, 77, 69f.","",240003734,01
"","","",score: 36f.,"","",02
"","","",20 parts,"25, 25, 23, 24, 24, 24, 11, 9, 4, 12, 12, 9, 9, 14, 14, 11, 11, 6, 6, 5f.","",03
"","","",12 parts,"3, 5, 3, 3, 3, 3, 3, 4, 3, 4, 7, 2f.","",04
Mus.14155,"Righini, Vincenzo",Il trionfo d'Arianna - Excerpts,24 parts,"3, 3, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 1f.",240003735,01
"","","",1 part,1f.,"",02
"","","",5 parts,"2, 2, 2, 2, 3f.","",03
Mus.4508,"Ritter, Georg Wenzel",Duets - fag (2),2 parts,"2, 2f.",240003736,01
Mus.4521,"Rodewald, Joseph Karl","Instrumental pieces - vl, b",score: 6f.,"",240003737,01
Mus.4520,"Rodewald, Joseph Karl","Stabat mater - S (2), orch, bc",score: 38f.,"",240003738,01
"","","",13 parts,"11, 11, 8, 8, 8, 8, 8, 8, 5, 4, 5, 3, 2f.","",02
"","","",2 parts,"14, 15f.","",03
Mus.4527,Röllig,"Concertos - fl, strings, b; GroF 1729",5 parts,"2, 2, 1, 2, 2f.",240003739,01
Mus.4530,"Roemhildt, Johann Theodor","Partitas - cemb, vl, vlc",3 parts,"2, 1, 1f.",240003740,01
Mus.593,Compilations,Divertimentos - winds,6 parts,"2, 2, 1, 1, 1, 1f.",240003741,01
Mus.85,"Rosetti, Antonio","Zum Lob der Freundschaft - V (3), Coro, orch; MurR deest",14 parts,"7, 1, 2, 1, 7, 7, 6, 6, 6, 3, 3, 2, 2, 1f.",240003742,01
Mus.4620,"Rosetti, Antonio","Concertos - fag, orch, b; MurR C69",9 parts,"3, 3, 3, 2, 2, 1, 1, 1, 1f.",240003743,01
Mus.4602,"Rosetti, Antonio","Der Herr der aller Enden - Coro, orch; MurR H21",score: 37f.,"",240003744,01
"","","",19 parts,"8, 8, 8, 9, 9, 9, 9, 8, 8, 4, 4, 4, 4, 2, 2, 3, 2, 2, 2f.","",02
"","","",4 parts,"4, 5, 3, 3f.","",03
Mus.4605,"Rosetti, Antonio","Gesegnet sei die Stunde die uns gab - B, Coro, orch, timp; MurR G10",16 parts,"5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2,, 2f.",240003745,01
"","","",11 parts,"6, 6, 6, 6, 3, 3, 3, 3, 3, 2, 2f.","",02
Mus.1341/2,"Rosetti, Antonio","Concertos - ob, orch; MurR C29",part,3f.,240003746,01
Mus.4622/2a,"Rosetti, Antonio","Concertos - fag, orch, b; DTB-rev 12/1 3.63",10 parts,"4, 4, 4, 2, 2, 2, 1, 1, 1, 1f.",240003747,01
"","","",11 parts,"4, 4, 4, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.4621,"Rosetti, Antonio","Concertos - fag, orch, b; MurR C73",9 parts,"4, 4, 4, 4, 4, 1, 1, 1, 1f.",240003748,01
"","","",2 parts,"4, 4f.","",02
Mus.4622/1,"Rosetti, Antonio","Concertos - fag, orch, b; MurR C74",11 parts,"4, 4, 4, 4, 4, 1, 1, 1, 1f.",240003749,01
Mus.4600,"Rosetti, Antonio","Jesus in Gethsemane - V (4), Coro, orch, bc; MurR G2",score: 108f.,"",240003750,01
