ID,TITLE
50256777,2 Lieder. Winter
4008233,2 Lobgesänge Psalmen dir die Heimatalmen
4135881,"2 Marienlieder, op"
4252537,2 Martyr Dei qui unicum
4053189,2 Morgensegen
4057135,2 Nachtstücke
4052070,2 Nun danket Gott erhebt und preiset
4052056,2 Nun singet und seid froh
4009521,2 O montes memorabiles
4069031,"2 Offertorien, op"
4053224,2 Ombre degl'avi miei
50275727,2 Orgelbegleitungen
4076592,"2 Oster-Offertorien, op"
5216631,2 pieGroźna dziewczyna
5194292,2 Romanzen ... mit Begleitung der Guittare und der Flöte
50263244,2 Savardenlieder
4263855,2 Scosiev o va fraischia gira
4053220,2 Se d'amor le leggi ignora
4052136,2 Serenata magnolica
5032563,2 Studies
4066999,"2 Trauungslieder, op"
4189709,2 Triumph Victoria
4179534,2 Variationen und Epilog
4185649,2 Vere dignum et justum est
4076603,"2 Vidi aquam, op"
5220736,2 Walce
4090757,2 Wie soll ich meine Seele halten
4057175,2 Zwei Bündner Scherzlieder
50243534,2. Con moto
5027966,"2. einstimmige Messe, op. 63"
5027289,2. Landmesse in D [op. 10]
5028021,"2. Messe in G, op. 67"
50247489,204 Pieces
5218614,21 Polonaises
5197207,21 Sketches 
4076596,"22 Offertorien, op"
50239049,220 Pieces
5036852,223 Canons
4056138,23 Airs
5197039,23 Canzonettas
50239611,23 Contredanses
4053228,23 Liber gradualium
4049550,237 Pieces
5218615,24 Bassoon Pieces
50270267,24 Cotillions
3929728,24 Deutsche Sängerhalle
4053200,24 Gesang ist Gottes Gnade
3932052,24 Harmoniae poeticae
4076432,"24 kurze Choral-Vorspiele, op"
5216580,24 Quadricinia
5197213,24 Sketches
5191828,24 Übungen
5045008,24 winds pieces
4264862,240 Chorales
50234281,242 Chorale arrangements
3930708,245 Chorale arrangements
50218002,25 pièces
50243395,"25 Services, 2 Chants"
3960310,253 Chorales
4176487,26 Kühreihen und Volkslieder
4068674,"26 Offertorien, op"
4053231,27 Landshuter Liedertafel
50231163,28 Ariettes
4057394,3 Chanzuns da la not
5011209,3 Chiemsee-Terzette
4057671,3 Der Mutter Grab
4010602,3 Freut euch all' insgemein
5039595,3 Gedichte von M. Braun
4196304,3 Gesänge von L
4136963,"3 Grablieder, op"
5027290,"3 Grablieder, op. 27b"
5042501,3 grandes Vases
4051691,3 Hopser
50257068,3 Improvisationen
50263228,3 kleine Lieder
50261218,3 Lieder asu der Frithiofs-Sage
5043477,"3 Lieder des fahrenden Gesellen aus ""Dill Riemenschneider"" v. Franz Wenisch"
5025270,3 Lieder nach chinesischen Dichtern für Altstimme und Orchester. Skizzen
50262181,3 Lieder von Matthison
4057452,3 Lieder zum heiligen Sakrament
4067327,"3 Marienlieder, op"
50250341,3 Misas pastoril
4099984,3 Monferrinas
50237520,3 Münchner Favorit-Walzer
4076736,"3 Muttergotteslieder, op"
50275142,3 Nocturnes 1
50275071,3 Nocturnos 1
50275074,3 Nocturnos 2
50275075,3 Nocturnos 3
4051537,3 O Herr ich bin nicht würdig
4198042,"3 Offertorium [zum Sonntags-Gebrauche, op"
50252013,3 Orgelsonatinen über Themen aus drei Benedicamus und eine Fuge für den Konzertgebrauch. 1. Sonatine
5013611,3 Radio plays
5191472,"3 Stücke aus dem Weihnachtsmärchen ""Weihnachtsglück"""
50271929,3 Variations and Preludes
4008111,3 Wilhelm Tell
4319570,3 Zürcher Idyllen
5028005,"3. Sonntagsmesse, in B, op. 104"
4068246,"30 Offertorien, op"
5035312,30 Volkslieder
5001779,3005930
5000393,3011746
4053227,31 Liber gradualium
5001636,31036
5004935,31406
5001637,31880
4198486,32 Romances
5000836,32067
5001638,32237
5001624,32623
5000146,32818
5000735,32868
5001314,32886
5000787,33187
5001626,33541
5003532,33661
5000390,33796
5000730,33806
5000392,33810
4054350,34 Etudes
4233562,34 Partsongs
5000623,34850
5000733,35462
5000734,35895
50225470,36 Singübungen
5000731,36480
50246803,37  
50246804,38 
50246805,39
4053197,39 Album für den vierstimmigen Männerchor
5003292,3900336
5007076,3900512
5002376,3903536
5002206,3906777
5001639,3907540
5000799,3920875
4170164,4 Abschieds-Klänge
50274757,4 cadence formulae
4066078,4 Character pieces
50254103,4 Doxologies
4201479,"4 Gesänge aus ""Stimmen der Völker"" von J"
4136434,"4 Grablieder, op"
4132013,"4 Kommunionlieder, op"
4136431,"4 Marianische Antiphonen, op"
4076095,"4 Offertorien, op"
4058510,4 Passio secundum Matthaeum
50240541,4 petits morceaux
5211838,4 Poems
50280077,"4 Psalms, 1 Canticle"
5219202,4 Romanzen
50245371,"4 Trisagio a V(2), org"
4053248,4 Vier alte Spielmannsweisen
4271592,4 Vier Gedenkblätter
5219486,4 Wiegenlieder 
4065360,4 Zürcher Idyllen
50222042,4-'4.F8G4A+/{8AB''C'A}4B{8GA}/{B''CDE}4FC+/{8C'BA6GF}4.G8G/2F
50244420,"4-'C2C/4-8CC2C/4-,8BA4G8GG/1'C/4,B4-2-/"
5028004,"4. Sonntagsmesse in D, op. 13"
50246806,40  
50277564,40 chorales compiled for keyboard.
50262059,40 Etudes <Nr. 9>
4053359,40 Liederfreund
50246807,41
4173426,41 Etudes
50244606,41 Items
50246808,42
50246809,43
4109441,43 Chorales
5018792,43 Exercises
50252284,43 Items
50246810,44
4136776,"44 Offertorien, op"
4056136,44 Polonaises
50246811,45
50246812,46
4053203,46 Männergesänge
50246813,47
4056135,47 Anglaises
50246814,48
3969184,48 Etudes doigtées
50246815,49
4053713,5 Anglaises
4263182,5 Du weites Land
4312126,5 Fête des vignerons de Vevey 1865
50260343,5 Melancholien
4100262,5 Nachtgesänge
3941945,5 Tanzrhythmen
50258180,5 Villancicos
50246816,50
3930139,50 Partsongs
4298374,500
5000439,5000354
4052946,51 Chorale arrangements
4053195,51 Männergesänge
4201126,51 Versets
4050563,54 Introduzioni alla Pompa
5044017,54 winds pieces
5198237,55 Geistliche Oden und Lieder mit Melodien
3930527,56 Liederkranz
5041663,57 airs
50275490,57 Keyboard pieces
5214561,58 Fugues
5038700,58 Neujahrsgesänge
4175344,6 Bildungsgesänge für die Bruststimme
5186633,"6 Deutsche Tanze, D 820"
5214128,6 Divertissments ad modum Walzerorum
4132015,"6 eucharistische Lieder, op"
4068909,"6 Festoffertorien, op"
4061359,6 Gedichte von Tiedge Mahlmann und Max von Schenkendorff
4201523,6 Gesänge von Alfred Tennyson und Felicia Hemans [Der letzte Wunsch]. Entwürfe
5040534,6 Gesänge von Klopstock
4069391,"6 Gradualien, op"
5042984,"6 Harmonies sur le célèbre thème ""God save the King"" "
5010737,6 Kleine vierhändige Klavierstücke
4076600,"6 Kommunionlieder, op"
50227142,6 Laender und 12 Eccossoises
5042908,6 leichte Klaviersonaten
5197042,6 Lieder aus dem west-östlichen Divan von Goethe
5198045,6 Lieder nach Gedichtne von Clemens Brentano
4076622,6 Lieder zu Ehren der seligsten Jungfrau Maria op
50232913,6 Lieder zu Gedichten von Jeanne Berta Senning
4073089,6 Lieder zum allerh
5211702,6 Lob- und Bittgesang
4076068,"6 Marienlieder, op"
4192172,6 Masonic music
5213786,6 Mazourkas
5213787,6 Mazourkes
50280313,6 Morceaux de Salon. 1
50273738,6 Nocturne bibliques
4132920,6 Offertorien aus op
4046784,"6 Offertorien, op"
50273500,6 Romance sans paroles
4061294,6 Schottische
4311658,6 Schweizerlieder
50215012,6 sextuors
4132915,"6 Sonntags-Offertorien, op"
4092293,6 Verbum supernum prodiens
5197571,6 Vierstimmige Gesänge für Männerstimmen
50225307,60 Lieder
4304436,61 Minuets
50241153,63 Services
3929781,64 Chorales
50241043,64 Services
4265881,66 Partsongs
3930526,67 Liederkranz
50245537,7 Duets (instr.)
5046199,7 Erheiterungs-Lieder
3930991,7 Gottesminne
4311761,7 Lysberg-Album
4076669,"7 Marienlieder und 1 Weihnachtslied, op"
4132023,"7 Marienlieder, op"
5214610,7 Neujahrsgesänge
4051527,7 Pastorales
5199858,7 Pieces  from Maria Wodzińska album
4189440,7 Tanzrhythmen
50229660,"7,8"
50246910,74 Exercises
4054354,75 Falsibordoni
4053215,78 Partsongs
4051702,79 Danses des redoutes de Berne
50265900,79 Items
5209327,8 Bagatellen
4270818,8 Bildungsgesänge für die Bruststimme
4298890,8 Character pieces
5196555,8 Fugues (inst.)
50232044,8 Gedichte von Kurt Heyricke
50233139,8 Lieder zu Gedichten des Agasti Oskar Linke
4131882,8 Orientalische Bilder
50226720,8 Variations concertans
3930529,81 Partsongs
50251370,89 Chorale arrangements
50275586,9 Cavatinas
4067568,"9 Marienlieder, op"
4133846,"9 Muttergotteslieder, op"
4328282,9 Neger-Lieder und Tänze
5214046,91 Examples
50253284,91 Items
3930987,91 Liber gradualium
4056134,94 Contredanses
3930531,96 Partsongs
50243816,99er Regiments Marsch
50265852,<<3>> liriche monegasche. Auswahl
5212379,<<Das>> Fest auf Solhaug
5028289,<<Das>> Haus des Schweigens. Auswahl
5028290,<<Das>> Haus. Auswahl; arrangiert
5210059,<<Das>> Marienleben. Auswahl
5041990,<<Das>> Münchner Stadt-Lied
50254143,<<Das>> Rotkehlchen gar früh aufsteht
5019055,<<Das>> Tal der Liebe
5035475,<<Das>> Weihnachts-Spielwerk. Gegrüßt seist Du
5035742,<<Das>> Winteraustreiben. Skizzen
50258893,<<Der> Hurtel. Bauerntanz
50264261,<<Der>> 13. Monate
50256544,<<Der>> Amerikaflieger. Ich bin nicht der Prinz of Wales
50244731,<<Der>> Auftakt
5019871,<<Der>> blaue Strohhut
5197337,<<Der>> Bürger als Edelmann
5024602,<<Der>> Elfe
5016034,<<Der>> Entfernten
50239547,<<Der>> gerechte Gevatter; arrangiert
50228101,<<Der>> Glockengruß zu Breslau
5208857,<<Der>> Holländer-Michl. Gesang der Herzen
5208772,<<Der>> Holländermichl
5208776,<<Der>> Holländermichl. Gesang der Herzen
5208773,<<Der>> Holländermichl. Lied des Harfners
5208774,<<Der>> Holländermichl. Wenn einer kommt mit rotem Hemd
5221718,<<Der>> irdische Tag
5219500,<<Der>> irdische Tag. Auswahl
5218744,<<Der>> irdische Tag. Der irdische Tag
5220587,<<Der>> irdische Tag. Früh im Jahr
5220204,<<Der>> irdische Tag. Sie werden nicht einsamer sein
5220478,<<Der>> irdische Tag. Sie werden nicht einsamer sein ...
50224934,<<Der>> irdische Tag; arrangiert
50257042,"<<Der>> Obersteiger. 1. Akt. 1. Bild. Mädel, komm; arrangiert"
50257048,<<Der>> Obersteiger. Trachtentreffen
5197456,<<Der>> Raugraf
5033817,<<Der>> Schartanz
50235056,<<Der>> Schneemann
50238670,<<Der>> sechste Sinn
5041923,<<Der>> Sonnenkreis
5041927,<<Der>> Sonnenkreis. Saturn
5191772,<<Der>> Spielmann vom St. Jörgenberg; arrangiert
5029779,<<Der>> Walzerkrieg
5031314,<<Der>> Walzerkrieg. 1. Akt
5029778,<<Der>> Walzerkrieg. Auswahl
5197452,<<Der>> weise Knabe
50222327,<<Des>> Kaisers Dichter Li-Tai-Pe. Auswahl
50246899,<<Die>> Alpenhirten
5043340,<<Die>> Batterien vom Edelweiß
5208568,<<Die>> Bergluft macht mein Herz so frei
50244565,<<Die>> Blume von Hawaii
5025417,<<Die>> Blümelein sie schlafen
5197574,<<Die>> Donau
5197573,<<Die>> drei Sterne
50237056,<<Die>> Himmel erzählen die Ehre Gottes
5190147,<<Die>> Jenseitsreise
50275744,<<Die>> Königin vom Ostseestrand
5188535,<<Die>> Liebe ist ein tiefes Leiden
5024255,<<Die>> Macht der Töne
5039915,<<Die>> Mutter der Barmherzigen
50240057,<<Die>> Nacht ist bezwungen
5024251,<<Die>> Pilgrimme auf Golgatha
50224608,<<Die>> Reiter und das Nägelein
50234025,<<Die>> Rose die Lilie
5209952,<<Die>> Ruinen. Skizzen
50222943,<<Die>> Schlüsselblumen
50269263,<<Die>> Tänzerin der Rodyas
50269261,<<Die>> Tänzerin des Rodyas
50262147,<<Die>> verstopfte Flöte oder die Macht der Musik
5191760,<<Die>> Zerstörung Rodachs. Auswahl; arrangiert
5042802,<<Dos>> gesang fun chaluc
50279780,<<Ein>> kleines Märchen. Skizzen
50225386,<<Ein>> Ständchen
5037223,<<Ein>> Tanz-Poem; arrangiert
50230787,<<Eine>> kleine Sing- und Spielmusik zum Heiligen Abend
5033499,<<I>> heimwehlied
50266790,<<Il>> grillo
5013962,<<L'>> apparition de l'ombre de Samuel à Paul
5197407,<<La>> barque
50264434,<<La>> bombola
5024263,<<La>> Festa d'Alessandro
5197405,<<La>> loi du baron
50263880,<<Le>> quattro stagioni. Skizzenq
5212073,<<Zwei>> Reiterlieder. Vorbeimarsch
50246897,<Die>> Alpenhirten
50229317,??
50266035,???
5220419,????
4050158,?Amore mio bellissimo?
4051195,?Aristippe?
50257417,?Artaserse?
4049410,?Arvire et Evelina?
4055550,?Athala?
4056155,?Certamen magnam habebant sancti?
4051353,?Chimene?
4182767,?Clarisse
4050947,?Comala?
4055526,?Consideravi te munde perfide?
4318166,?D'Urla hat g'sagt
4056688,?Danket dem Herrn denn er ist freundlich?
4198503,?Die Nachtigall und der Rabe?
4161130,?Fedra ed Ippolito?
4054674,?Fuit homo missus?
4051111,?Gli amanti in puntiglio?
4050882,?Heiliger sieh gnädig hernieder?
4056659,?Hilf mir Gott durch deinen Namen?
4056656,?Hört zu alle Völker?
4050891,?Hurone?
5047120,?Il pretendente burlato?
4050890,?Iphigenia?
4049101,?Iphigénie?
4050125,?Jakob und seine Söhne?
4198509,?Julema?
4056144,?Justus ut palma?
4050534,?L' adorazione dei magi?
3982718,?La chasse?
4051436,?La marchesa giardiniera?
4218549,?Ländler
4055716,?Laut soll euer Ruhm erschallen?
4051062,?Le bugie hanno le gambe corte?
4050523,?Le jaloux à l'épreuve?
4177474,?Manövrier-Marsch
4048448,?Nel campo dell'onor?
4051796,?Oedipe?
4056221,?Olympiade?
4071028,?Omnipotence?
4054487,?Polonaises
4056152,?Pretiosa in conspectu Domini?
4189509,?Proserpina?
4177473,?Reise-Marsch
3970611,?s' Schwarzblátl aus'n Weanerwáld
4262507,?Sechs leichte Klavierstücke
4054791,?Si criminum immanitate turbatus es?
4287709,?Speciosa facta es?
4040096,?Testo abbandonata?
4056970,?Thémire?
4056150,?Tristitia vestra?
4056159,?Tu es sacerdos?
4051362,?Vandono in Italia?
4285835,?Wer recht auf Gott vertraut
4102517,?Wie darf ich bitten wann mein Sinn?
4290472,?Writings
50227117,"A Belén, a Belén Pastorcillas"
50254768,A Bixerl aum Rucken unda gamsbart aum hut
5194654,A brief discourse of the true (but neglected) use ...
5029704,A briefe discourse of the trus use
5184977,"A Carlo Scarpa, architetto"
50277866,a ce point la m'outrager
3955218,A certain Mrs
50270651,A chaque instant je fens pour toi
5105565,A che giova
5052172,A che più resto in questa reggia funesta
50265097,A che tardi cor mio di dar vit'ad un core
50266849,A che val la potenza del genio
50266797,A chi vista il sangue s'arresta
5150913,A ciel sereno!
4265317,"A Collection of Compositions by Kiyŏng Ahn, Vol"
5124026,A compir vo  gia  l'impresa non temer ti rasserena
5124027,A compir vo Già l'impresa
5209034,A cstei che diro
50271808,A czemuż wychłodne rosy
50263093,A czemże dzisiaj w mej tęsknocie
50279622,A dolce invito perché resisti mai
50269368,A dov'e la mia fierezza
50263421,a e i o u a
50227144,A el Portal Zagalitos vamos corriendo
4332830,A flower in a rainy night
50267569,A gdzie pod lasem podlasina
5117569,A Gesú Bambino
50228034,A Gesú Sacramentato
5102159,A Gesu' Bambino
5101503,A Gesu' Redentore
5041534,A jaagerisch' G'wandl a Büchs und a Hund
50262428,A jak my się rozhulali
50262978,A jak poszedł król na bój
5041531,A jangerisch' G'wandl a Büchs und a Hund
50262967,A jednak...
50262429,A kiedy z śniegów taje kraj
50222590,A którzy to są ludzie
50268068,"A l'espoir, mon coeur se livre!"
5123042,A l'eure que je vous
4171090,À l'horizon leurs fronts rayonnent toujours plus grands
50219406,"A la cour, aimer est un badinage"
50227125,A la escuela que [h]oy propone una duda al discurso
50227126,A la escuela venid presurosos.
50227130,A la escuela venid presurosos. Ay qué fineza
50227124,A la escuela venid presurosos. Ay qué fineza.
50244025,À la pronidence
50277706,A la taverene de Bohème
50277707,A la taverne de Bohème
50274129,A la vierge Marie consacrons notre amour
50270489,Á Londres et sous bon escorte
3918130,À ma cabane
50268079,"A ma voix qui t'en prie, A mes plus doux"
50278715,A madge she was a marry maid
5212124,A Maid is like the golden Ore 
5017967,A me impudica 
4272378,A me non piaci no gl'uomini semplici
5044729,A mia mara 
4225617,À Monsieur le docteur J
50266300,A more amore douce me hai 
50221955,a moy monsieur a moy de grace
