RISM_ID,ID,240$m,500
850695738,IT\ICCU\MSM\0096981,orch,"vl1, vl2, cl1, cl2, cor1, cor2, trb, b"
850695018,IT\ICCU\MSM\0096678,orch,"vl1, vl2, cl1, cl2, fag1/vlc1, fag2/vlc2"
850775654,IT\ICCU\MSM\0177633,orch,"vl1, vl2, vl3, vla, vlc, cb, fl, pf"
850775238,IT\ICCU\MSM\0177677,orch,"vl1, vl2, vl3, vla, vlc, cb, harm, pf"
850769545,IT\ICCU\MSM\0177693,orch,"vl1, vl2, vla-obbl, vla, vlc, b, fl"
850794055,IT\ICCU\LO1\1324666,orch,
850794147,IT\ICCU\LO1\1332175,orch,
850794166,IT\ICCU\LO1\1332180,orch,
850794173,IT\ICCU\LO1\1331376,orch,
850794188,IT\ICCU\LO1\1330341,orch,
850794190,IT\ICCU\LO1\1329701,orch,
850739425,IT\ICCU\MSM\0141856,orch,"ott, cl-picc, cl-picc, cl1, cl2, flic-s, conta, tr1, tr2, tr3, cor1, cor2, flic-a, bombno, trb"
850739424,IT\ICCU\MSM\0141855,orch,"ott, cl-picc, cl-picc, cl1, cl2, flic-s, conta, tr1, tr2, tr3, flic-a, bombno, trb1, trb2, trb"
850696220,IT\ICCU\MSM\0098304,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, trb1, trb2, tba, timp, gc, pt, v"
850696365,IT\ICCU\MSM\0098273,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, cb"
850774603,IT\ICCU\MSM\0178116,orch,
850605014,IT\ICCU\MSM\0007954,orch,
850691958,IT\ICCU\MSM\0095563,orch,
850696691,IT\ICCU\MSM\0098048,orch,
850697598,IT\ICCU\MSM\0096351,orch,
850747270,IT\ICCU\MSM\0149453,orch,
850771211,IT\ICCU\MSM\0175373,orch,
850794591,IT\ICCU\VEA\1036323,orch,"vl, tr, vibr, chit, cl-b, 3 timp"
850776209,IT\ICCU\MSM\0251802,orch,"vl, vla, vlc, cb, fl, ob, cl, cor, fag"
850718270,IT\ICCU\MSM\0115115,orch,"fl1, ob1, cl1, cl2, cor1, cor2, tr1, tr2, trb1, trb2, ott, sestino, cl1, cl2, cl3, cl4, cl1-b, cl2-b, sax-s, S, A, T, Br, B, cnta1, cnta2, flic, tr3, flic1-a, flic2-a, flic1-b, flic2-b, bombno1, bombno2, tr1-cac, trb3, B1, B2, timp1, timp2, "
850697815,IT\ICCU\MSM\0105405,orch,"ob1/fl1, ob2/fl2, vl1-solo, vl2-solo, vl1, vl2, vla-b, vlc, bc(cemb, vlne, vlc, fag)"
850812187,IT\ICCU\MIL\0927447,orch,
850751721,IT\ICCU\MSM\0149906,orch,"2ob, 2cl, 2fag, 2cor, vl1, vl2, vla, vlc, cb"
850748155,IT\ICCU\MSM\0154611,orch,"cl1, cl2, cl3, cl-picc, fag1, fag2, cor1, cor2, tr1, tr2, trb, b"
850610245,IT\ICCU\MSM\0003908,orch,"cl1, cl2, cor1, cor2, vl1, vl2, vla"
850762999,IT\ICCU\MSM\0159172,orch,"fag1, fag2, cor1, cor2, vl1, vl2, vla1, vla2, vlc1, vlc2"
850604319,IT\ICCU\MSM\0007300,orch,"fl, cl1, cl2, cor1, cor2, tr, trb, vl1, vl2, vla, b"
850607708,IT\ICCU\MSM\0010102,orch,"fl, cl1, cl2, cor1, cor2, tr, trb, vl1, vl2, vla, vlc, b"
850758688,IT\ICCU\MSM\0162289,orch,"fl, cl1, cl2, fag, cor1, cor2, tr1, tr2, trb, vl1, vl2, vla, vlc, b"
850758842,IT\ICCU\MSM\0162286,orch,"fl, cl1, cl2, fag, cor1, cor2, tr1, tr2, trb, vl1, vl2, vla, vlc, b"
850759595,IT\ICCU\MSM\0163427,orch,"fl, cl1, cl2, fag, cor1, cor2, tr1, tr2, trb, vl1, vl2, vla, vlc, b"
850763515,IT\ICCU\MSM\0156452,orch,"fl, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, vlc, b"
850757725,IT\ICCU\MSM\0161408,orch,"fl, cl1, cl2, fag, tr1, tr2, trb, cor1, cor2, vl1, vl2, vla, vlc, b"
850608756,IT\ICCU\MSM\0009381,orch,"fl, cl1, cl2, tr1, tr2, timp, vl1, vl2, vla, vlc/fag, cb"
850604509,IT\ICCU\MSM\0007489,orch,"fl, eh, cl1, cl2, fag, cor1, cor2, tr1, tr2, trb, vl1, vl2, vla, vlc, b"
850744765,IT\ICCU\MSM\0144685,orch,"fl, ob, cl, cor1, cor2, vl1, vl2, vla, vlc, b"
850744766,IT\ICCU\MSM\0144686,orch,"fl, ob, cl, tr, vl1, vl2, vla, vlc, b"
850755702,IT\ICCU\MSM\0157980,orch,"fl, ob, cl1, cl2, cor1, cor2, cor3, cor4, vl1, vl2, vla, vlc, cb"
850609847,IT\ICCU\MSM\0004293,orch,"fl, ob, cl1, cl2, fag, cor1, cor2, tr, trb, b"
850691959,IT\ICCU\MSM\0095564,orch,"fl, ob, cl1, cl2, fag, cor1, cor2, tr1, tr2, trb, timp, vl1, vl2, vla, vlc, cb"
850738240,IT\ICCU\MSM\0144609,orch,"fl, ob, cl1, cl2, fag, cor1, cor2, tr1, tr2, trb1, trb2, trb3, of, vl1, vl2, vla, vlc, cb"
850747273,IT\ICCU\MSM\0149456,orch,"fl, ob, cl1, cl2, vl1, vl2, vla, vlc, b"
850607873,IT\ICCU\MSM\0010090,orch,"fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, trb, vl1, vl2, vla, b"
850607707,IT\ICCU\MSM\0010089,orch,"fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, trb1, trb2, trb3, vl1, vl2, vla, b"
850760384,IT\ICCU\MSM\0165942,orch,"fl, ob1, ob2, cl1, cl2, fag1, fag2, vl1, vl2, vla, vlc, cb"
850775187,IT\ICCU\MSM\0177113,orch,"fl, vl1, vl2, vla, vlc, cb, pf"
850691960,IT\ICCU\MSM\0095565,orch,"fl1, fl2, ob, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, vlc, cb"
850706651,IT\ICCU\MSM\0098571,orch,"fl1, fl2, ob, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb2, trb, timp, pt, v"
850763958,IT\ICCU\MSM\0156952,orch,"fl1, fl2, ob1, ob2, cl1, cl2, cor1, cor2, cor3, cor4, fag1, vl1, vl2, vla, vlc1, vlc2, cb"
850743275,IT\ICCU\MSM\0147855,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, cor1, cor2, vl1, vl2, vla, vlc, b"
850747274,IT\ICCU\MSM\0149457,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, arp, vl1, vl2, vla, vlc, b"
850750631,IT\ICCU\MSM\0154082,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, arp, vl1, vl2, vla, vlc, b"
850757587,IT\ICCU\MSM\0163536,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, arp1, arp2, vl1, vl2, vla, vlc, "
850697591,IT\ICCU\MSM\0096167,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb-t1, trb-t2, timp"
850696750,IT\ICCU\MSM\0095879,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb-t1, trb-t2, trb-"
850697420,IT\ICCU\MSM\0096163,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb2, trb-b, tb"
850697588,IT\ICCU\MSM\0096164,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb2, trb-b, tb"
850745767,IT\ICCU\MSM\0150779,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb2, trb3, of, "
850759604,IT\ICCU\MSM\0163436,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb2, trb3, of, "
850759605,IT\ICCU\MSM\0163437,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb2, trb3, of, "
850763291,IT\ICCU\MSM\0159141,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, tr1, tr2, trb1, trb2, trb3, of, timp, "
850759108,IT\ICCU\MSM\0166001,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, timp, vl1, vl2, vla, vlc, b"
850747272,IT\ICCU\MSM\0149455,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, b"
850762853,IT\ICCU\MSM\0159169,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, cb"
850755999,IT\ICCU\MSM\0154820,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, timp, tr1, tr2, trb1, trb2, trb3, harm, 2vl1, 2vl2, vla"
850758787,IT\ICCU\MSM\0161647,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, tr1, tr2, cor1, cor2, cor3, cor4, trb1, trb2, trb3, of, "
850757897,IT\ICCU\MSM\0161426,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, tr1, tr2, cor1, cor2, timp, vl1, vl2, vla, vlc, cb"
850697042,IT\ICCU\MSM\0098385,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, vl1, vl2, vla, vlc, cb"
850697218,IT\ICCU\MSM\0098392,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, vl1, vl2, vla, vlc, cb"
850744078,IT\ICCU\MSM\0145901,orch,"fl1, fl2, ob1, ob2, eh, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, cb"
850749082,IT\ICCU\MSM\0151665,orch,"fl1, fl2, ob1, ob2, fag1, fag2, cor1, cor2, tr1, tr2, timp, vl1, vl2, vla, vlc, cb"
850759348,IT\ICCU\MSM\0164620,orch,"fl1, fl2, ob1, ob2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, cb"
850606527,IT\ICCU\MSM\0006837,orch,"fl1, fl2, ob1, ob2, ob3, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, trb, vl1, vl2, vla, b1, b2"
850696753,IT\ICCU\MSM\0095882,orch,"fl1, fl2, ott1, ott2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb"
850763959,IT\ICCU\MSM\0156953,orch,"fl1, ob1, ob2, cl1, cl2, cor1, cor2, cor3, cor4, fag, vl1, vl2, vla, vlc1, vlc2, cb"
850705025,IT\ICCU\MSM\0098490,orch,"ob, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, vl1, vl2, vla, vlc1, vlc2, cb"
850766961,IT\ICCU\MSM\0171841,orch,"ob1, ob2, cl1, cl2, cor1, cor2, vl1, vl2, vla, vlc, b"
850763961,IT\ICCU\MSM\0156955,orch,"ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, vl, vla, vlc1, vlc2, cb"
850749424,IT\ICCU\MSM\0152025,orch,"ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, cb"
850804005,IT\ICCU\LO1\1513115,orch,
850763995,IT\ICCU\MSM\0159377,orch,"ott, cl-picc, cl1, cl2, cor1, cor2, cor3, cor4, bcl, sax, tr1, tr2, tr3, trb1, trb2, trb3, b"
850745039,IT\ICCU\MSM\0144677,orch,"ott, fl, ob, cl, fag, cor1, cor2, tr, arp, triang, vl1, vl2, vla, vlc, b"
850611234,IT\ICCU\MSM\0005079,orch,"ott, fl, ob, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, trb1, trb2, vl1, vl2, vla, vlc, b"
850607724,IT\ICCU\MSM\0010575,orch,"ott, fl, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr, trb, timp, vl1, vl2, vla, cb"
850704094,IT\ICCU\MSM\0098951,orch,"ott, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb2, of, arp, vl"
850764101,IT\ICCU\MSM\0156956,orch,"ott, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb2, trb3, of, a"
850758727,IT\ICCU\MSM\0162332,orch,"ott, fl, ob1, ob2, cl1, cl2, fag1, fag2, fag3, fag4, cnta1, cnta2, cor1, cor2, cor3, cor4, tr1, t"
850755222,IT\ICCU\MSM\0157452,orch,"ott, fl, ob1, ob2, fag1, fag2, cor1, cor2, tr, trb, timp, vl1, vl2, vla, vlc, cb"
850755675,IT\ICCU\MSM\0154693,orch,"ott, fl1, fl2, cl1, cl2, fag1, fag2, ob1, ob2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb2, trb3"
850611228,IT\ICCU\MSM\0005063,orch,"ott, fl1, fl2, ob, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, trb1, trb2, trb3, vl1, vl2, vla, vl"
850697419,IT\ICCU\MSM\0096162,orch,"ott, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb-t1, trb-t2, "
850748202,IT\ICCU\MSM\0155257,orch,"ott, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb2, trb3"
850750184,IT\ICCU\MSM\0154118,orch,"ott, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb2, trb3"
850755281,IT\ICCU\MSM\0158034,orch,"ott, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, tr1, tr2, trb1, trb2, trb3"
850747271,IT\ICCU\MSM\0149454,orch,"ott, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, timp, triang, vl1, vl2, vla, vlc, b"
850750232,IT\ICCU\MSM\0152842,orch,"ott, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, cb, timp"
850758788,IT\ICCU\MSM\0161648,orch,"ott, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, tr1, tr2, cor1, cor2, cor3, cor4, trb1, trb2, trb3"
850750027,IT\ICCU\MSM\0153956,orch,"ott, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, tr1, tr2, cor1, cor2, trb1, trb2, trb3, of, vl1, vl"
850757898,IT\ICCU\MSM\0161427,orch,"ott, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, tr1, tr2, trb1, trb2, trb3, cor1, cor2, cor3, cor4"
850771536,IT\ICCU\MSM\0171221,orch,"vl1, vl2, vla, cl1, cl2, fag1, fag2, cor1, cor2, b"
850771533,IT\ICCU\MSM\0171218,orch,"vl1, vl2, vla, fl, cl1, cl2, fag1, fag2, cor1, cor2, b"
850773981,IT\ICCU\MSM\0171238,orch,"vl1, vl2, vla, fl, cl1, cl2, fag1, fag2, cor1, cor2, b"
850771537,IT\ICCU\MSM\0171222,orch,"vl1, vl2, vla, fl, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, b"
850773638,IT\ICCU\MSM\0170926,orch,"vl1, vl2, vla, fl, ob, cl, fag, cor1, cor2, b"
850740038,IT\ICCU\MSM\0142330,orch,"vl1, vl2, vla, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr, timp, trb, b"
850771855,IT\ICCU\MSM\0171216,orch,"vl1, vl2, vla, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, b"
850740345,IT\ICCU\MSM\0142323,orch,"vl1, vl2, vla, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, trb, b"
850740032,IT\ICCU\MSM\0142324,orch,"vl1, vl2, vla, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vlc, b"
850771535,IT\ICCU\MSM\0171220,orch,"vl1, vl2, vla, fl, ob1, ob2, fag1, fag2, cor1, cor2, b"
850771856,IT\ICCU\MSM\0171217,orch,"vl1, vl2, vla, fl, ob1, ob2, fag1, fag2, cor1, cor2, b"
850772005,IT\ICCU\MSM\0171203,orch,"vl1, vl2, vla, fl, ob1, ob2, fag1, fag2, cor1, cor2, b"
850772001,IT\ICCU\MSM\0171191,orch,"vl1, vl2, vla, fl, ob1, ob2, fag1, fag2, cor1, cor2, tr1, tr2, trb, b"
850771697,IT\ICCU\MSM\0171209,orch,"vl1, vl2, vla, fl, ott, ob, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, trb1, trb2, timp, triang, "
850773640,IT\ICCU\MSM\0170928,orch,"vl1, vl2, vla, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, b"
850740033,IT\ICCU\MSM\0142325,orch,"vl1, vl2, vla, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vlc, b"
850773985,IT\ICCU\MSM\0171242,orch,"vl1, vl2, vla, fl1, fl2, ob1, ob2, fag1, fag2, cor1, cor2, b"
850771543,IT\ICCU\MSM\0171232,orch,"vl1, vl2, vla, fl1, fl2, ob1, ob2, fag1, fag3, cor1, cor2, b"
850771698,IT\ICCU\MSM\0171210,orch,"vl1, vl2, vla, ob1, ob2, cl, fag1, fag2, b"
850771534,IT\ICCU\MSM\0171219,orch,"vl1, vl2, vla, ob1, ob2, fag1, fag2, cor1, cor2, b"
850762694,IT\ICCU\MSM\0159178,orch,"vl1, vl2, vla, vlc, cb, org"
850774604,IT\ICCU\MSM\0178117,orch,"fl, cl, vl1, vl2, vla, bc"
850803817,IT\ICCU\LO1\1508296,orch,
850804089,IT\ICCU\LO1\1519389,orch,
850697040,IT\ICCU\MSM\0098383,orch,orch/10str
850763327,IT\ICCU\MSM\0159614,orch,orchar
850803785,IT\ICCU\TO0\1897107,orch,orchar
850812153,IT\ICCU\MIL\0926538,orch,orchar
850813134,IT\ICCU\MIL\0929670,orch,orchar
850813150,IT\ICCU\MIL\0932098,orch,orchar
850815243,IT\ICCU\MIL\0937882,orch,orchar
850669756,IT\ICCU\MSM\0075301,orch,"vl1, vl2, cl, flic-b, harm, pf, str"
850692257,IT\ICCU\MSM\0089422,orch,"vl1, vl2, fl, cl, bcl, flic-cb"
850685566,IT\ICCU\MSM\0088696,orch,"vl1, vl2, ob, fl, cl, cor1, cor2, cor3, vlc, cb"
850803843,IT\ICCU\LO1\1510419,orch,"vl1, vl2, vcl, vla, b, cor1, cor2, cl1, cl2, ob1, ob2, fl1, fl2, fag1, fag2"
850788758,IT\ICCU\LO1\1209483,orch,"vl1, vl2, vl3, fl, cl1, cl2, fag, cor1, cor2, trb, archi"
850788827,IT\ICCU\LO1\1209187,orch,"vl1, vl2, vl3, fl, cl1, cl2, fag, cor1, cor2, trb, archi"
850803829,IT\ICCU\LO1\1512997,orch,"vl1, vl2, vla, vcl, cb, fl, arp"
850802230,IT\ICCU\LIG\0147860,orch,"vl, vla, cl, cor, fag, vlc, b"
850794435,IT\ICCU\UBO\3845737,orch,"vl, vla, cl, cor, fag/vlc"
850794882,IT\ICCU\VEA\1038436,orch,"chit, vlc, ob, pf, fl, vl, perc"
850794928,IT\ICCU\VEA\1038945,orch,"cl, cl-b, cmpc, triang, tamb, 3bon, 2pt, tom, xil, vibr, 2mrc, 2tambno, pf, 2vl, vla, vlc"
850795070,IT\ICCU\VEA\1039125,orch,"cl, cl-b, cor, tr, trb, cel, camp, glock, vibr, xmar, arp, 4vl, 3vla, 2vlc, cb, fl"
850667223,IT\ICCU\MSM\0071265,orch,"cl, cl-b, pf-qt, vl1, vl2, harm"
850669613,IT\ICCU\MSM\0075435,orch,"cl, cor, vl1, vl2, harm"
850794735,IT\ICCU\VEA\1036335,orch,"fl, ob, fag, cor, tr, tba, mar, vibr, S, vl, vla, cb"
850704532,IT\ICCU\MSM\0099863,orch,"fl1, cl1, cl2, cor1, cor2, tr1, tr2, vl1, vl2, vla1, b, timp, org, trb/fag"
850705126,IT\ICCU\MSM\0100602,orch,"fl1, cl1, cl2, trb1, ob1+ob2, cl3, cor1+cor2, tr1+tr2, tr3+tr4, fag1+fag2, serp+fagno"
850718647,IT\ICCU\MSM\0115430,orch,"fl1, cl1, cl2, vl1, vl2, vla1, vlne, org"
850703911,IT\ICCU\MSM\0105010,orch,"fl1, cl1, fag1, cor1, vla1, vlc, b, S1+S2, vl1+vl2, timp+triang, Coro (S1+S2)"
850729581,IT\ICCU\MSM\0133687,orch,"fl1, fl2, cor1, vl1, vl2, vla1, vlc, cb, arp"
850705776,IT\ICCU\MSM\0103363,orch,"fl1, fl2, ob1, cl1, cor1, tr1, trb1, vl1, vl2, vla1, vlc, cb"
850701117,IT\ICCU\MSM\0105862,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, trb1, trb2, vl1, vl2, vla1, vlc, b, timp, trb3, arp"
850774632,IT\ICCU\MSM\0176237,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, cb"
850774633,IT\ICCU\MSM\0176238,orch,"fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, cb"
850698002,IT\ICCU\MSM\0105230,orch,"fl1, ob1, cl1, cl2, cor1, cor2, tr1, tr2, trb1, vl1, vl2, vla1, vlc, b, vl-princ"
850703354,IT\ICCU\MSM\0105197,orch,"fl1, ob1, cl1, cor1, cor2, tr1, trb1, vl1, vl2, vla1, vlc, b, ott, vl-princ"
850700819,IT\ICCU\MSM\0105231,orch,"fl1, ob1, cl1, cor1, cor2, tr1, trb1, vl1, vl2, vla1, vlc, b, vl-princ, ott"
850698019,IT\ICCU\MSM\0105575,orch,"fl1, ob1, cl1, cor1, tr1, trb1, vl1, vl2, vla1, vlc, b"
850701960,IT\ICCU\MSM\0104783,orch,"fl1, ob1, cl1, cor1, tr1, trb1, vl1, vl2, vla1, vlc, b"
850700605,IT\ICCU\MSM\0105042,orch,"fl1, ob1, cl1, cor1, tr1, trb1, vla1, b, vl1+vl2"
850701965,IT\ICCU\MSM\0104963,orch,"fl1, ob1, cl1, cor1, tr1, trb1, vla1, b, vl1+vl2"
850698017,IT\ICCU\MSM\0105573,orch,"fl1, ob1, cl1, cor1, tr1, trb1, vla1, vlc, b, vl1+vl2"
850700795,IT\ICCU\MSM\0105046,orch,"fl1, ob1, cl1, cor1, tr1, trb1, vla1, vlc, b, vl1+vl2"
850701439,IT\ICCU\MSM\0104967,orch,"fl1, ob1, cl1, cor1, tr1, trb1, vla1, vlc, b, vl1+vl2"
850702793,IT\ICCU\MSM\0105031,orch,"fl1, ob1, cl1, cor1, tr1, trb1, vla1, vlc, cb, ott, vl1+vl2"
850703729,IT\ICCU\MSM\0105189,orch,"ob1, ob2, cl1, cl2, fag1, cor1, vl1, vl2, vla1, b"
850743718,IT\ICCU\MSM\0147363,orch,"ott, fl, cl1, cl2, vl1, vl2, vla, vlc, b"
850756401,IT\ICCU\MSM\0162270,orch,"ott, ob1, ob2, cl-picc, cl1, cl2, cl3, fag, cor1, cor2, tr1, tr2, trb1, trb2, serp, gc"
850800769,IT\ICCU\LO1\1424884,orch,"fl, 2ob, cl, fag, 2cor, tr, trb, 2vl, vla, cb"
850601244,IT\ICCU\MSM\0000156,orch,"fl, cl, cor, vl, vla, vlc, cb"
850601248,IT\ICCU\MSM\0000024,orch,"fl, cl, cor, vl, vla, vlc, cb"
850609328,IT\ICCU\MSM\0010826,orch,"fl, cl, cor, vl, vla, vlc, cb"
850775461,IT\ICCU\MSM\0177810,orch,"fl, cl, cor, vl, vla, vlc, cb"
850608539,IT\ICCU\MSM\0010870,orch,"fl, cl, cor, vl1, vl2, vla, vlc"
850774606,IT\ICCU\MSM\0178119,orch,"fl, cl, cor1, cor2, trb, vl1, vl2, vla, vlc, cb"
850608224,IT\ICCU\MSM\0010899,orch,"fl, cl, fag, cor, timp, vl, vla, vlc, cb"
850774696,IT\ICCU\MSM\0178115,orch,"fl, cl, fag, cor, timp, vl1, vl2, vla, vlc, cb"
850775702,IT\ICCU\MSM\0178226,orch,"fl, cl, tr, vl1, vl2, vla, bc"
850601224,IT\ICCU\MSM\0000132,orch,"fl, cl, vl, vla"
850608702,IT\ICCU\MSM\0010864,orch,"fl, cor1, cor2, vl1, vl2, vla, bc"
850693598,IT\ICCU\MSM\0090727,orch,"cl1, cl2, tr, bombno, vlc"
850777741,IT\ICCU\MSM\0254148,orch,"cor1, cor2, vl1, vl2, vla, vlc"
850793717,IT\ICCU\LO1\1306799,orch,"eh, cor, vl1, vl2, vla, vlc"
850795047,IT\ICCU\VEA\1039250,orch,"fl-picc, 2 fl, 2 cl, 2 fag, 2 cor, 2 tr, 3 trb, timp, perc, arp, pf, archi, cl-b"
850795048,IT\ICCU\VEA\1039204,orch,"fl-picc, 2 fl, ob, eh, cl, 2 cl-b, 2 fag, cfag, 4 cor, 3 tr, 2 trb, trb-b, 4 perc, cel, arp, 26 vl, 10 vla, 8 vlc, 6 cb"
850795049,IT\ICCU\VEA\1039203,orch,"fl-picc, fl, ob, eh, cl, cl-b, fag, cfag, tr, cor, trb, pf, cel, xil, 4 timp, roth, 3 bon, 6 tom, 2 wbl"
850809603,IT\ICCU\LO1\1626339,orch,"fl-solo, cl-solo, cor-solo, tr-solo, trb-solo, picc, 2ob, cl, 2fag, cor, timp"
850632623,IT\ICCU\MSM\0026737,orch,"fl-solo, cl-solo, corbass-solo, ott-solo, ob1, ob2, fag, cor1, cor2, tr1, tr2, trb, vl1, vl2, vla, vlc, b, timp"
850794966,IT\ICCU\VEA\1038440,orch,"fl, 2cl, tr, mar, vibr, xil, camp, 3pts, 2vl, vla, pf"
850793296,IT\ICCU\LO1\1288263,orch,"2vl, 2vla, vlc, cb"
850794850,IT\ICCU\VEA\1039664,orch,"2 tr, 2 trb, 2 cb, tba, 2 perc"
850695898,IT\ICCU\MSM\0096786,orch,"vlc, vl1, vl2, vla, fl, cl1, cl2"
850775651,IT\ICCU\MSM\0177630,orch,"fl, vl1, vl2, vla, vlc, cb, pf, cl"
850775555,IT\ICCU\MSM\0177638,orch,"fl, vl1, vl2, vla, vlc, cb, pf, ob/fl2"
850794587,IT\ICCU\VEA\1036044,orch,"2fl, 2ob, 2cl, 2fag, 2cor, 2tr, 2trb, tba-cb, pf, arp, 3perc, archi"
850810206,IT\ICCU\LO1\1635125,orch,"2fl, 2ob, 2cl, 2fag, 2cor, 2trb, 2vl, vla, vlc, cb"
850794653,IT\ICCU\VEA\1035331,orch,"2fl, 2ob, 2cl, 2fag, 4tba, 2tr, 3trb, 6perc, arp, archi"
850794902,IT\ICCU\VEA\1038540,orch,"2fl, tr, trb, trb-b, cb, pf, 3perc"
850794641,IT\ICCU\VEA\1035373,orch,"2pf, 2perc, cb, 2vl, vlc, vla"
850810982,IT\ICCU\REA\0300471,orch,"2vl, vlc, b, cl, ob, tr, trb/tba, batt"
